datetime,no,no2,pm1,pm10,pm2_5,pm4,so2,serial_number
2022-01-06 19:00:00,32.89,14.1,4.79,11.76,6.97,8.78,3.26,DCC-AQ13
2022-01-06 20:00:00,26.32,6.45,2.62,6.85,3.66,4.44,1.92,DCC-AQ13
2022-01-06 21:00:00,20.94,4.25,2.76,4.87,3.46,3.93,1.73,DCC-AQ13
2022-01-06 22:00:00,15.27,1.99,2.32,4.55,3.13,3.86,1.76,DCC-AQ13
2022-01-06 23:00:00,15.4,2.32,2.53,6.27,3.81,4.9,1.68,DCC-AQ13
2022-01-07 00:00:00,18.11,8.73,1.78,3.85,2.68,3.41,1.77,DCC-AQ13
2022-01-07 01:00:00,12.64,2.87,1.44,3.91,2.4,3.25,1.71,DCC-AQ13
2022-01-07 02:00:00,10.31,1.71,1.07,3.59,1.97,2.76,1.98,DCC-AQ13
2022-01-07 03:00:00,10.21,1.65,1.01,3.04,2.01,2.73,2.21,DCC-AQ13
2022-01-07 04:00:00,11.63,2.71,1.15,3.2,2.08,2.88,1.96,DCC-AQ13
2022-01-07 05:00:00,19.51,6.21,1.31,4.18,2.46,3.45,1.87,DCC-AQ13
2022-01-07 06:00:00,39.92,32.53,1.24,4.02,2.34,3.17,2.64,DCC-AQ13
2022-01-07 07:00:00,59.17,46.12,1.7,9.85,3.58,4.93,4.94,DCC-AQ13
2022-01-07 08:00:00,61.92,45.61,2.35,17.29,5.15,7.14,6.3,DCC-AQ13
2022-01-07 09:00:00,60.4,36.82,2.66,21.07,5.96,8.51,5.41,DCC-AQ13
2022-01-07 10:00:00,48.44,34.99,2.95,15.8,5.79,8.09,4.8,DCC-AQ13
2022-01-07 11:00:00,50.06,29.28,2.59,13.5,5.2,7.22,6.38,DCC-AQ13
2022-01-07 12:00:00,66.44,52.11,2.68,10.32,4.26,5.65,5.34,DCC-AQ13
2022-01-07 13:00:00,49.37,35.32,2.33,5.15,2.93,3.48,3.93,DCC-AQ13
2022-01-07 14:00:00,50.77,34.95,3.28,8.2,4.57,5.59,4.22,DCC-AQ13
2022-01-07 15:00:00,50.63,30.21,4.81,10.52,6.62,7.86,2.72,DCC-AQ13
2022-01-07 16:00:00,60.33,38.42,6.36,14.73,8.26,9.48,2.89,DCC-AQ13
2022-01-07 17:00:00,64.46,43.14,6.91,14.86,9.0,10.56,2.97,DCC-AQ13
2022-01-07 18:00:00,58.53,40.22,14.54,19.3,16.02,17.05,3.0,DCC-AQ13
2022-01-07 19:00:00,41.83,14.75,6.14,14.65,8.58,10.43,2.08,DCC-AQ13
2022-01-07 20:00:00,51.73,16.33,7.29,16.77,9.63,11.57,3.42,DCC-AQ13
2022-01-07 21:00:00,42.28,17.54,10.49,17.63,12.81,14.91,5.78,DCC-AQ13
2022-01-07 22:00:00,41.56,17.48,6.9,11.37,8.53,9.84,2.73,DCC-AQ13
2022-01-07 23:00:00,27.16,8.99,6.0,13.49,8.48,10.52,2.07,DCC-AQ13
2022-01-08 00:00:00,20.64,13.67,5.59,15.61,9.44,12.68,2.16,DCC-AQ13
2022-01-08 01:00:00,12.02,1.57,3.73,10.62,6.62,9.07,1.75,DCC-AQ13
2022-01-08 02:00:00,13.23,2.3,2.72,7.26,4.79,6.43,1.59,DCC-AQ13
2022-01-08 03:00:00,4.32,0.21,1.65,4.05,2.77,3.65,1.7,DCC-AQ13
2022-01-08 04:00:00,8.88,1.6,1.13,2.59,1.83,2.32,1.58,DCC-AQ13
2022-01-08 05:00:00,12.47,6.0,0.66,1.37,0.97,1.19,1.54,DCC-AQ13
2022-01-08 06:00:00,22.6,13.49,1.06,2.36,1.39,1.68,1.84,DCC-AQ13
2022-01-08 07:00:00,16.42,5.59,1.11,3.87,2.15,2.98,1.49,DCC-AQ13
2022-01-08 08:00:00,21.5,5.57,5.72,17.58,11.03,14.91,1.45,DCC-AQ13
2022-01-08 09:00:00,44.34,11.44,6.44,19.45,11.96,15.77,1.52,DCC-AQ13
2022-01-08 10:00:00,30.18,7.01,8.55,33.42,17.61,24.99,1.38,DCC-AQ13
2022-01-08 11:00:00,28.28,9.76,8.23,32.36,16.98,24.37,1.37,DCC-AQ13
2022-01-08 12:00:00,25.99,11.99,5.87,21.3,11.78,16.71,1.66,DCC-AQ13
2022-01-08 13:00:00,18.25,9.2,4.42,17.66,8.99,12.76,1.62,DCC-AQ13
2022-01-08 14:00:00,25.53,17.18,3.1,14.47,6.05,8.16,1.49,DCC-AQ13
2022-01-08 15:00:00,24.83,14.94,3.6,14.68,6.73,9.19,1.55,DCC-AQ13
2022-01-08 16:00:00,19.85,5.45,4.1,20.62,7.86,10.76,1.37,DCC-AQ13
2022-01-08 17:00:00,18.98,5.17,4.44,13.21,7.19,9.35,1.21,DCC-AQ13
2022-01-08 18:00:00,28.04,13.77,5.29,15.36,8.18,10.26,1.36,DCC-AQ13
2022-01-08 19:00:00,15.72,2.6,3.5,16.48,5.44,6.33,1.07,DCC-AQ13
2022-01-08 20:00:00,12.99,1.75,3.8,8.03,5.43,6.63,1.05,DCC-AQ13
2022-01-08 21:00:00,10.98,0.39,4.33,9.8,6.43,8.16,1.06,DCC-AQ13
2022-01-08 22:00:00,9.46,1.08,4.32,11.33,7.05,9.34,1.12,DCC-AQ13
2022-01-08 23:00:00,11.06,1.14,3.29,9.16,5.49,7.26,1.19,DCC-AQ13
2022-01-09 00:00:00,10.47,2.95,3.27,9.91,5.76,7.78,1.27,DCC-AQ13
2022-01-09 01:00:00,8.48,1.08,2.69,8.87,5.01,7.07,1.16,DCC-AQ13
2022-01-09 02:00:00,8.61,0.14,2.57,8.37,4.81,6.74,0.94,DCC-AQ13
2022-01-09 03:00:00,7.08,-0.38,2.3,7.32,4.37,6.13,1.0,DCC-AQ13
2022-01-09 04:00:00,6.13,-0.33,2.16,7.5,4.28,6.04,0.82,DCC-AQ13
2022-01-09 05:00:00,13.2,4.57,2.99,13.48,6.51,9.72,1.02,DCC-AQ13
2022-01-09 06:00:00,13.02,3.73,2.9,11.78,6.16,9.05,0.89,DCC-AQ13
2022-01-09 07:00:00,13.31,2.58,3.01,12.68,6.47,9.46,0.97,DCC-AQ13
2022-01-09 08:00:00,13.31,1.1,2.88,13.03,6.12,8.84,0.88,DCC-AQ13
2022-01-09 09:00:00,20.38,2.94,3.36,27.16,7.85,10.82,1.11,DCC-AQ13
2022-01-09 10:00:00,18.21,3.21,3.41,19.68,7.3,10.1,2.61,DCC-AQ13
2022-01-09 11:00:00,27.65,8.14,3.69,39.14,8.91,11.71,3.01,DCC-AQ13
2022-01-09 12:00:00,24.01,9.53,4.15,32.25,9.19,12.32,2.82,DCC-AQ13
2022-01-09 13:00:00,24.56,7.8,4.37,19.75,8.7,12.1,3.83,DCC-AQ13
2022-01-09 14:00:00,22.75,6.52,5.18,21.14,9.96,13.74,4.62,DCC-AQ13
2022-01-09 15:00:00,24.71,4.33,5.81,19.85,10.56,14.42,4.89,DCC-AQ13
2022-01-09 16:00:00,27.56,3.63,6.62,22.72,11.89,16.07,4.04,DCC-AQ13
2022-01-09 17:00:00,32.21,10.31,7.17,23.4,12.58,17.04,4.78,DCC-AQ13
2022-01-09 18:00:00,40.44,17.21,9.03,33.06,16.07,21.48,5.13,DCC-AQ13
2022-01-09 19:00:00,41.05,11.47,9.56,27.45,15.76,20.71,5.58,DCC-AQ13
2022-01-09 20:00:00,48.81,17.61,9.77,20.5,14.19,17.65,4.97,DCC-AQ13
2022-01-09 21:00:00,32.66,4.82,10.57,17.63,13.74,16.06,5.38,DCC-AQ13
2022-01-09 22:00:00,24.55,1.66,8.66,13.6,11.17,12.84,3.74,DCC-AQ13
2022-01-09 23:00:00,40.79,3.53,10.78,14.19,12.6,13.63,2.6,DCC-AQ13
2022-01-10 00:00:00,64.33,61.21,11.01,15.27,13.18,14.56,3.73,DCC-AQ13
2022-01-10 01:00:00,48.43,23.71,5.82,9.45,7.45,8.49,2.54,DCC-AQ13
2022-01-10 02:00:00,40.07,23.79,3.65,6.36,4.66,5.39,2.39,DCC-AQ13
2022-01-10 03:00:00,17.16,6.93,1.57,2.84,2.03,2.43,1.49,DCC-AQ13
2022-01-10 04:00:00,43.18,23.11,1.28,2.36,1.66,2.05,1.77,DCC-AQ13
2022-01-10 05:00:00,38.95,25.01,1.43,2.9,1.87,2.25,1.91,DCC-AQ13
2022-01-10 06:00:00,73.79,244.59,3.02,7.59,4.23,5.25,7.21,DCC-AQ13
2022-01-10 07:00:00,83.9,292.08,3.24,7.69,4.6,5.81,8.82,DCC-AQ13
2022-01-10 08:00:00,79.53,267.75,3.31,8.72,4.88,6.18,7.92,DCC-AQ13
2022-01-10 09:00:00,78.64,198.69,3.41,13.4,5.73,7.87,6.89,DCC-AQ13
2022-01-10 10:00:00,58.5,69.1,1.71,7.65,2.94,3.99,3.06,DCC-AQ13
2022-01-10 11:00:00,57.05,53.6,1.65,6.72,2.69,3.59,3.55,DCC-AQ13
2022-01-10 12:00:00,49.32,49.49,1.7,5.39,2.58,3.32,6.71,DCC-AQ13
2022-01-10 13:00:00,68.93,79.71,1.33,4.5,2.08,2.69,6.54,DCC-AQ13
2022-01-10 14:00:00,60.61,73.51,1.85,6.93,3.02,4.03,6.9,DCC-AQ13
2022-01-10 15:00:00,53.77,48.74,2.37,11.94,3.87,4.97,6.79,DCC-AQ13
2022-01-10 16:00:00,67.12,86.28,2.9,11.09,4.36,5.32,10.42,DCC-AQ13
2022-01-10 17:00:00,59.41,65.93,3.86,8.88,5.02,5.8,11.7,DCC-AQ13
2022-01-10 18:00:00,57.49,34.8,3.56,7.55,4.55,5.25,7.97,DCC-AQ13
2022-01-10 19:00:00,35.53,11.34,4.65,13.24,7.36,9.38,4.3,DCC-AQ13
2022-01-10 20:00:00,36.99,8.82,6.52,14.99,9.77,12.46,3.38,DCC-AQ13
2022-01-10 21:00:00,27.84,3.6,6.56,14.45,9.66,12.06,2.5,DCC-AQ13
2022-01-10 22:00:00,22.24,1.78,6.15,15.98,9.65,12.36,2.28,DCC-AQ13
2022-01-25 22:00:00,54.48,38.83,30.69,47.91,35.23,39.55,3.95,DCC-AQ13
2022-01-25 23:00:00,51.44,26.84,19.25,35.07,23.9,28.75,3.03,DCC-AQ13
2022-01-26 00:00:00,47.37,32.1,14.17,29.64,18.51,23.23,3.15,DCC-AQ13
2022-01-26 01:00:00,37.74,8.03,13.06,25.01,16.86,20.91,2.22,DCC-AQ13
2022-01-26 02:00:00,38.04,4.54,11.94,21.5,14.99,18.34,2.33,DCC-AQ13
2022-01-26 03:00:00,35.5,6.26,11.08,21.33,14.17,17.49,2.02,DCC-AQ13
2022-01-26 04:00:00,35.59,14.54,10.52,20.43,13.61,17.15,1.79,DCC-AQ13
2022-01-26 05:00:00,61.62,83.66,9.59,29.81,13.99,18.9,5.47,DCC-AQ13
2022-01-26 06:00:00,55.33,111.16,10.41,29.93,14.66,19.21,6.14,DCC-AQ13
2022-01-26 07:00:00,69.14,75.84,6.36,27.15,10.27,14.21,9.1,DCC-AQ13
2022-01-26 08:00:00,63.91,57.35,7.21,30.28,11.46,15.77,15.11,DCC-AQ13
2022-01-26 09:00:00,60.54,48.28,6.56,34.2,11.47,16.33,17.28,DCC-AQ13
2022-01-26 10:00:00,47.83,40.13,5.36,32.83,10.27,15.29,23.07,DCC-AQ13
2022-01-26 11:00:00,45.84,39.07,4.45,34.52,9.49,14.48,16.8,DCC-AQ13
2022-01-26 12:00:00,38.71,36.3,5.58,42.99,11.43,16.75,8.37,DCC-AQ13
2022-01-26 13:00:00,44.22,34.81,5.82,39.34,11.18,15.89,9.98,DCC-AQ13
2022-01-26 14:00:00,42.59,43.37,5.98,34.7,11.22,16.47,16.52,DCC-AQ13
2022-01-26 15:00:00,45.94,39.29,6.19,37.52,11.8,17.52,10.97,DCC-AQ13
2022-01-26 16:00:00,42.97,25.4,5.96,36.24,11.32,16.87,8.03,DCC-AQ13
2022-01-26 17:00:00,37.89,19.25,5.63,35.83,10.42,14.68,5.23,DCC-AQ13
2022-01-26 18:00:00,32.44,20.32,7.47,35.59,11.9,15.65,3.61,DCC-AQ13
2022-01-26 19:00:00,22.08,8.06,7.46,29.08,11.07,14.2,2.72,DCC-AQ13
2022-01-26 20:00:00,18.5,3.89,6.07,22.97,8.99,11.49,2.42,DCC-AQ13
2022-01-26 21:00:00,16.79,2.24,6.36,13.54,8.26,10.22,1.95,DCC-AQ13
2022-01-26 22:00:00,13.71,2.23,4.36,8.98,5.54,6.65,1.68,DCC-AQ13
2022-01-26 23:00:00,8.18,0.44,3.27,7.93,4.29,5.11,1.43,DCC-AQ13
2022-01-27 00:00:00,17.23,11.22,2.08,3.36,2.5,2.83,1.48,DCC-AQ13
2022-01-27 01:00:00,6.98,0.14,1.48,2.36,1.85,2.08,1.26,DCC-AQ13
2022-01-27 02:00:00,6.06,0.44,1.24,2.5,1.74,2.01,1.11,DCC-AQ13
2022-01-27 03:00:00,9.94,2.05,1.26,2.81,1.91,2.25,1.06,DCC-AQ13
2022-01-27 04:00:00,6.47,0.33,0.61,1.63,0.87,1.06,1.25,DCC-AQ13
2022-01-27 05:00:00,18.77,6.21,0.73,3.22,1.4,1.96,1.35,DCC-AQ13
2022-01-27 06:00:00,51.2,37.95,1.73,6.19,3.51,5.01,2.07,DCC-AQ13
2022-01-27 07:00:00,58.92,36.31,2.1,8.45,4.4,6.41,2.41,DCC-AQ13
2022-01-27 08:00:00,55.47,16.86,1.79,6.92,3.65,5.33,1.76,DCC-AQ13
2022-01-27 09:00:00,50.59,22.62,2.89,10.76,5.51,7.81,1.79,DCC-AQ13
2022-01-27 10:00:00,47.61,28.48,2.83,11.36,5.79,8.24,2.74,DCC-AQ13
2022-01-27 11:00:00,39.37,17.02,2.59,12.87,5.3,7.5,2.51,DCC-AQ13
2022-01-27 12:00:00,28.72,10.8,1.78,13.32,4.29,6.59,1.92,DCC-AQ13
2022-01-27 13:00:00,27.54,8.47,1.27,14.62,3.63,5.68,2.28,DCC-AQ13
2022-01-27 14:00:00,31.37,5.83,1.34,17.79,3.98,6.28,1.85,DCC-AQ13
2022-01-27 15:00:00,37.89,11.56,1.63,18.16,4.37,6.94,1.65,DCC-AQ13
2022-01-27 16:00:00,34.34,3.31,1.7,14.3,3.73,5.53,1.35,DCC-AQ13
2022-01-27 17:00:00,38.76,5.2,3.36,14.9,5.46,7.48,1.31,DCC-AQ13
2022-01-27 18:00:00,56.68,8.59,5.82,17.9,8.27,10.65,1.47,DCC-AQ13
2022-01-27 19:00:00,56.76,6.04,7.03,21.0,10.11,12.93,1.23,DCC-AQ13
2022-01-27 20:00:00,59.88,8.52,9.05,22.8,12.11,14.76,1.31,DCC-AQ13
2022-01-27 21:00:00,60.54,10.5,8.55,23.67,12.13,15.5,1.42,DCC-AQ13
2022-01-27 22:00:00,68.55,17.06,16.76,37.58,21.24,25.39,1.81,DCC-AQ13
2022-01-27 23:00:00,61.14,5.16,16.54,26.89,19.57,22.08,1.68,DCC-AQ13
2022-01-28 00:00:00,61.06,12.07,19.22,27.06,21.9,24.19,1.99,DCC-AQ13
2022-01-28 01:00:00,57.02,13.34,18.62,27.48,21.4,23.53,2.05,DCC-AQ13
2022-01-28 02:00:00,53.11,5.79,15.7,25.05,18.52,20.76,1.99,DCC-AQ13
2022-01-28 03:00:00,51.48,28.7,4.69,11.19,6.38,7.86,2.05,DCC-AQ13
2022-01-28 04:00:00,58.94,21.91,3.9,13.2,5.81,7.58,2.43,DCC-AQ13
2022-01-28 05:00:00,60.29,34.96,3.32,26.11,7.5,11.79,4.93,DCC-AQ13
2022-01-28 06:00:00,63.75,65.98,3.23,16.81,5.6,7.73,10.17,DCC-AQ13
2022-01-28 07:00:00,61.35,58.31,3.66,23.95,7.06,10.33,10.96,DCC-AQ13
2022-01-28 08:00:00,69.63,65.37,3.69,15.91,5.64,7.2,6.29,DCC-AQ13
2022-01-28 09:00:00,53.42,39.41,4.22,13.14,5.41,6.1,4.91,DCC-AQ13
2022-01-28 10:00:00,39.08,24.88,2.89,9.89,3.83,4.45,4.75,DCC-AQ13
2022-01-28 11:00:00,42.64,30.66,1.8,10.17,2.89,3.75,3.9,DCC-AQ13
2022-01-28 12:00:00,39.61,32.89,1.8,11.4,3.0,3.98,3.67,DCC-AQ13
2022-01-28 13:00:00,31.68,17.54,1.42,20.16,3.47,4.64,3.26,DCC-AQ13
2022-01-28 14:00:00,29.27,15.05,1.56,16.66,3.24,4.22,2.73,DCC-AQ13
2022-01-28 15:00:00,28.14,11.23,1.68,11.32,3.14,4.17,2.3,DCC-AQ13
2022-01-28 16:00:00,27.28,12.0,1.64,10.76,3.14,4.26,1.95,DCC-AQ13
2022-01-28 17:00:00,29.59,9.54,2.12,9.53,3.73,4.9,1.82,DCC-AQ13
2022-01-28 18:00:00,28.54,8.98,2.88,8.01,4.29,5.36,1.65,DCC-AQ13
2022-01-28 19:00:00,22.37,5.36,2.89,6.93,4.07,4.95,1.15,DCC-AQ13
2022-01-28 20:00:00,18.95,2.25,3.09,9.06,4.29,5.0,1.28,DCC-AQ13
2022-01-28 21:00:00,10.68,0.79,2.24,7.38,3.25,3.87,1.22,DCC-AQ13
2022-01-28 22:00:00,8.39,-0.14,1.36,4.29,2.03,2.47,1.14,DCC-AQ13
2022-01-28 23:00:00,6.82,0.69,1.34,3.86,2.0,2.36,1.08,DCC-AQ13
2022-01-29 00:00:00,8.16,3.92,0.96,4.93,1.82,2.45,1.21,DCC-AQ13
2022-01-29 01:00:00,3.52,0.05,0.79,3.86,1.58,2.11,1.15,DCC-AQ13
2022-01-29 02:00:00,1.89,-0.75,1.68,11.49,4.28,6.7,1.09,DCC-AQ13
2022-01-29 03:00:00,1.94,-0.47,2.65,19.67,7.17,11.56,1.05,DCC-AQ13
2022-01-29 04:00:00,1.8,-0.62,2.6,18.09,6.96,11.25,0.93,DCC-AQ13
2022-01-29 05:00:00,3.21,1.63,2.39,15.88,6.26,10.04,0.82,DCC-AQ13
2022-01-29 06:00:00,11.6,7.64,2.81,17.41,7.14,11.24,1.07,DCC-AQ13
2022-01-29 07:00:00,7.16,1.49,2.9,18.07,7.29,11.35,0.99,DCC-AQ13
2022-01-29 08:00:00,10.12,1.27,1.69,9.72,3.93,5.75,0.85,DCC-AQ13
2022-01-29 09:00:00,11.89,1.87,1.35,5.31,2.72,3.81,0.8,DCC-AQ13
2022-01-29 10:00:00,5.55,0.24,6.24,30.96,14.44,21.98,0.77,DCC-AQ13
2022-01-29 11:00:00,11.4,2.97,6.31,29.5,14.15,21.03,0.83,DCC-AQ13
2022-01-29 12:00:00,9.78,1.59,5.74,30.01,13.14,19.48,0.95,DCC-AQ13
2022-01-29 13:00:00,7.85,0.23,4.6,23.02,10.43,15.78,0.84,DCC-AQ13
2022-01-29 14:00:00,8.64,0.05,4.3,24.49,10.05,15.06,0.8,DCC-AQ13
2022-01-29 16:00:00,7.0,0.42,3.77,18.08,8.27,12.26,0.56,DCC-AQ13
2022-01-29 17:00:00,21.12,7.4,4.64,25.77,9.99,14.8,0.89,DCC-AQ13
2022-01-29 18:00:00,26.8,3.37,6.52,25.28,11.97,16.98,0.83,DCC-AQ13
2022-01-29 19:00:00,26.33,0.82,7.54,21.75,12.33,16.69,0.66,DCC-AQ13
2022-01-29 20:00:00,26.21,-0.27,8.82,23.1,13.68,18.01,0.79,DCC-AQ13
2022-01-29 21:00:00,29.71,-0.44,9.93,23.49,14.62,18.61,0.9,DCC-AQ13
2022-01-29 22:00:00,24.39,-0.06,9.86,23.38,14.56,18.59,0.99,DCC-AQ13
2022-01-29 23:00:00,27.24,2.22,11.15,24.72,16.29,20.34,0.92,DCC-AQ13
2022-01-30 00:00:00,39.61,7.69,11.85,27.21,17.41,21.73,1.01,DCC-AQ13
2022-01-30 01:00:00,36.39,1.27,10.29,24.56,15.32,19.37,1.02,DCC-AQ13
2022-01-30 02:00:00,25.11,-0.71,9.16,20.6,13.55,17.25,0.88,DCC-AQ13
2022-01-30 03:00:00,19.1,-0.66,7.79,19.3,11.83,15.14,0.78,DCC-AQ13
2022-01-30 04:00:00,18.79,-0.46,6.79,17.87,10.82,14.25,0.83,DCC-AQ13
2022-01-30 05:00:00,27.81,3.83,6.51,18.45,10.49,13.82,0.88,DCC-AQ13
2022-01-30 06:00:00,33.54,1.98,6.86,18.48,10.95,14.25,0.87,DCC-AQ13
2022-01-30 07:00:00,40.53,2.36,7.08,17.87,10.78,13.72,0.81,DCC-AQ13
2022-01-30 08:00:00,51.21,19.25,7.4,18.89,11.5,14.8,1.44,DCC-AQ13
2022-01-30 09:00:00,52.31,30.91,8.23,20.21,12.14,15.29,1.38,DCC-AQ13
2022-01-30 10:00:00,54.2,29.88,7.19,22.84,11.56,15.27,1.91,DCC-AQ13
2022-01-30 11:00:00,32.0,9.78,3.04,17.32,7.16,11.08,1.62,DCC-AQ13
2022-01-30 12:00:00,29.25,11.25,3.58,18.74,8.05,12.07,3.47,DCC-AQ13
2022-01-30 13:00:00,24.2,6.14,3.8,16.3,7.93,11.6,8.43,DCC-AQ13
2022-01-30 14:00:00,19.46,6.84,2.98,7.14,4.58,5.65,6.75,DCC-AQ13
2022-01-30 15:00:00,16.85,3.85,2.56,6.95,3.72,4.42,5.75,DCC-AQ13
2022-01-30 16:00:00,22.26,4.59,2.54,5.06,3.32,3.79,2.81,DCC-AQ13
2022-01-30 17:00:00,14.74,2.06,2.11,8.48,3.15,3.61,1.79,DCC-AQ13
2022-01-30 18:00:00,9.2,0.43,2.38,5.67,3.58,4.58,1.55,DCC-AQ13
2022-01-30 19:00:00,8.46,0.14,3.29,9.23,5.46,7.4,1.39,DCC-AQ13
2022-01-30 20:00:00,8.07,0.06,3.83,11.58,6.5,8.78,1.14,DCC-AQ13
2022-01-30 21:00:00,7.88,-0.32,4.7,14.25,8.33,11.57,1.17,DCC-AQ13
2022-01-30 22:00:00,5.72,-0.59,4.45,14.61,8.3,11.71,1.01,DCC-AQ13
2022-01-30 23:00:00,2.71,-0.37,3.42,11.81,6.76,9.73,1.04,DCC-AQ13
2022-01-31 00:00:00,4.42,0.45,3.68,14.7,7.78,11.71,0.99,DCC-AQ13
2022-01-31 01:00:00,3.04,-0.51,3.65,14.8,7.84,11.72,0.77,DCC-AQ13
2022-01-31 02:00:00,1.94,-0.74,3.29,13.28,7.1,10.56,0.71,DCC-AQ13
2022-01-31 03:00:00,3.12,-0.47,3.13,13.53,6.97,10.39,0.65,DCC-AQ13
2022-01-31 04:00:00,4.72,-0.42,3.17,13.57,7.06,10.62,0.72,DCC-AQ13
2022-01-31 05:00:00,13.99,1.94,3.31,13.61,7.28,11.08,0.65,DCC-AQ13
2022-01-31 06:00:00,33.75,11.13,3.06,12.58,6.61,9.74,0.95,DCC-AQ13
2022-01-31 07:00:00,55.58,34.3,3.62,15.98,7.87,11.48,3.42,DCC-AQ13
2022-01-31 08:00:00,47.9,22.35,3.25,12.04,6.69,9.49,2.07,DCC-AQ13
2022-01-31 09:00:00,37.4,16.16,3.24,13.51,6.7,9.66,1.74,DCC-AQ13
2022-01-31 10:00:00,39.96,28.12,3.76,19.02,8.2,12.03,2.84,DCC-AQ13
2022-01-31 11:00:00,24.85,12.22,3.19,16.51,7.05,10.41,2.3,DCC-AQ13
2022-01-31 12:00:00,23.76,11.04,2.8,19.47,6.71,10.15,1.72,DCC-AQ13
2022-01-31 13:00:00,36.67,18.86,3.21,27.95,8.36,13.05,2.2,DCC-AQ13
2022-01-31 14:00:00,45.07,27.78,4.38,27.42,9.96,14.78,4.17,DCC-AQ13
2022-01-31 15:00:00,54.29,40.07,5.47,32.46,12.11,18.4,5.4,DCC-AQ13
2022-01-31 16:00:00,48.98,22.57,5.56,35.89,12.48,18.91,4.28,DCC-AQ13
2022-01-31 17:00:00,46.09,17.5,5.8,25.78,11.08,15.52,3.45,DCC-AQ13
2022-01-31 18:00:00,38.61,12.46,5.54,20.9,10.14,14.17,2.31,DCC-AQ13
2022-01-31 19:00:00,27.45,10.23,5.05,21.56,9.94,14.37,1.95,DCC-AQ13
2022-01-31 20:00:00,13.04,1.24,5.04,22.5,10.42,15.36,1.82,DCC-AQ13
2022-01-31 21:00:00,8.43,-0.14,5.11,22.04,10.93,16.4,1.44,DCC-AQ13
2022-01-31 22:00:00,6.01,-0.33,5.21,25.38,11.58,17.27,1.35,DCC-AQ13
2022-01-31 23:00:00,6.98,0.33,5.29,23.52,11.55,17.11,1.31,DCC-AQ13
2022-02-01 00:00:00,7.33,1.14,4.8,21.29,10.43,15.14,1.15,DCC-AQ13
2022-02-01 01:00:00,3.56,-0.29,4.6,19.43,10.06,14.84,1.29,DCC-AQ13
2022-02-01 02:00:00,2.97,-0.43,4.15,17.0,8.84,12.84,1.02,DCC-AQ13
2022-02-01 03:00:00,5.56,0.25,2.62,7.83,4.93,6.75,1.05,DCC-AQ13
2022-02-01 04:00:00,8.86,1.01,1.96,4.68,3.24,4.02,1.49,DCC-AQ13
2022-02-01 05:00:00,14.59,4.52,2.12,4.55,3.35,4.13,1.44,DCC-AQ13
2022-02-01 06:00:00,30.67,16.0,1.78,3.59,2.76,3.34,1.83,DCC-AQ13
2022-02-01 07:00:00,40.55,21.42,1.34,4.09,2.13,2.6,2.71,DCC-AQ13
2022-02-01 08:00:00,38.47,19.27,1.47,5.12,2.32,2.89,2.66,DCC-AQ13
2022-02-01 09:00:00,36.14,16.69,1.34,4.37,2.15,2.79,2.4,DCC-AQ13
2022-02-01 10:00:00,32.21,15.99,1.17,3.32,1.74,2.24,2.21,DCC-AQ13
2022-02-01 11:00:00,29.68,17.08,1.57,4.65,2.37,2.93,2.06,DCC-AQ13
2022-02-01 12:00:00,24.91,13.56,1.41,4.23,1.99,2.43,1.89,DCC-AQ13
2022-02-01 13:00:00,22.51,10.68,1.53,3.07,1.93,2.25,1.65,DCC-AQ13
2022-02-01 14:00:00,25.09,12.95,1.58,3.02,1.97,2.23,1.62,DCC-AQ13
2022-02-01 15:00:00,27.15,10.44,1.94,5.49,2.61,3.08,1.43,DCC-AQ13
2022-02-01 16:00:00,28.84,10.5,1.97,4.73,2.59,3.15,1.4,DCC-AQ13
2022-02-01 17:00:00,33.07,13.78,2.45,7.82,3.4,3.91,1.32,DCC-AQ13
2022-02-01 18:00:00,24.92,11.28,2.6,4.41,3.22,3.64,1.4,DCC-AQ13
2022-02-01 19:00:00,14.39,1.33,3.28,5.11,3.86,4.19,1.09,DCC-AQ13
2022-02-01 20:00:00,15.44,2.03,3.73,5.57,4.33,4.68,1.08,DCC-AQ13
2022-02-01 21:00:00,13.56,0.75,4.48,6.33,5.01,5.24,0.96,DCC-AQ13
2022-02-01 22:00:00,10.99,0.57,3.94,5.35,4.61,5.05,0.83,DCC-AQ13
2022-02-01 23:00:00,7.86,-0.09,3.19,4.91,3.98,4.48,0.92,DCC-AQ13
2022-02-02 00:00:00,15.85,7.27,2.85,5.06,3.72,4.3,1.09,DCC-AQ13
2022-02-02 01:00:00,5.38,0.02,1.48,2.75,2.07,2.41,0.88,DCC-AQ13
2022-02-02 02:00:00,5.15,-0.24,1.28,3.75,2.34,3.11,0.86,DCC-AQ13
2022-02-02 03:00:00,14.1,1.18,2.01,7.68,4.04,5.74,1.44,DCC-AQ13
2022-02-02 04:00:00,20.47,3.61,2.21,8.02,4.45,6.27,3.18,DCC-AQ13
2022-02-02 05:00:00,26.76,11.37,2.43,10.01,5.2,7.6,5.11,DCC-AQ13
2022-02-02 06:00:00,45.38,31.0,3.53,13.47,7.48,11.0,6.37,DCC-AQ13
2022-02-02 07:00:00,53.51,36.02,4.31,19.05,8.94,12.84,5.92,DCC-AQ13
2022-02-02 08:00:00,66.77,48.96,5.11,34.12,11.0,15.37,6.71,DCC-AQ13
