datetime,no,no2,pm1,pm10,pm2_5,pm4,so2,serial_number
2021-06-02 20:00:00,69.77,15.51,10.21,18.02,12.3,14.26,-0.62,DCC-AQ13
2021-06-02 21:00:00,19.49,1.93,9.73,16.88,11.65,13.42,-1.03,DCC-AQ13
2021-06-02 22:00:00,26.89,6.25,10.19,16.16,11.97,13.77,-1.06,DCC-AQ13
2021-06-02 23:00:00,55.6,14.81,11.38,20.81,13.78,16.16,-0.71,DCC-AQ13
2021-06-03 00:00:00,30.21,5.43,11.95,19.83,14.26,16.45,-0.97,DCC-AQ13
2021-06-03 01:00:00,27.08,3.31,11.53,20.74,14.1,16.68,-1.13,DCC-AQ13
2021-06-03 02:00:00,12.84,0.46,10.66,17.31,12.69,14.52,-1.28,DCC-AQ13
2021-06-03 03:00:00,14.33,3.6,9.36,15.15,11.21,12.86,-1.58,DCC-AQ13
2021-06-03 04:00:00,33.86,15.95,13.95,21.3,16.47,18.2,-0.86,DCC-AQ13
2021-06-03 05:00:00,61.53,52.51,7.91,22.71,10.17,11.58,0.05,DCC-AQ13
2021-06-03 06:00:00,53.44,47.37,6.8,49.14,12.14,15.92,0.0,DCC-AQ13
2021-06-03 07:00:00,54.57,57.93,6.17,41.05,10.47,13.33,0.39,DCC-AQ13
2021-06-03 08:00:00,38.12,31.27,5.44,46.49,10.67,14.4,-0.54,DCC-AQ13
2021-06-03 09:00:00,30.21,21.67,4.62,58.03,11.32,16.64,-0.36,DCC-AQ13
2021-06-03 10:00:00,33.55,38.17,3.66,65.94,11.27,16.96,-0.06,DCC-AQ13
2021-06-03 11:00:00,34.1,40.01,3.15,58.54,9.99,15.03,0.21,DCC-AQ13
2021-06-03 12:00:00,43.9,47.0,3.56,77.36,13.09,20.29,0.03,DCC-AQ13
2021-06-03 13:00:00,36.76,47.5,4.18,71.18,12.32,18.21,0.93,DCC-AQ13
2021-06-03 14:00:00,40.97,30.53,2.7,57.37,10.01,16.46,1.3,DCC-AQ13
2021-06-03 15:00:00,18.16,14.1,1.66,38.62,6.33,9.95,0.82,DCC-AQ13
2021-06-03 16:00:00,21.65,18.2,1.52,19.73,4.19,6.38,1.74,DCC-AQ13
2021-06-03 17:00:00,28.88,22.48,1.73,18.46,4.2,6.31,2.67,DCC-AQ13
2021-06-03 18:00:00,20.35,12.69,1.82,11.26,3.49,4.94,2.47,DCC-AQ13
2021-06-03 19:00:00,20.24,9.7,1.66,9.68,3.24,4.71,1.95,DCC-AQ13
2021-06-03 20:00:00,17.55,6.2,1.79,8.28,3.23,4.53,3.73,DCC-AQ13
2021-06-03 21:00:00,24.11,13.25,1.76,8.74,3.29,4.75,8.79,DCC-AQ13
2021-06-03 22:00:00,22.83,9.05,1.7,6.8,3.05,4.4,6.23,DCC-AQ13
2021-06-03 23:00:00,27.22,22.39,1.97,10.05,3.77,5.59,6.43,DCC-AQ13
2021-06-04 00:00:00,19.53,9.46,2.45,9.57,4.18,5.84,7.6,DCC-AQ13
2021-06-04 01:00:00,16.99,5.57,1.55,7.05,2.97,4.23,8.74,DCC-AQ13
2021-06-04 02:00:00,34.31,7.88,1.98,7.17,3.41,4.84,4.83,DCC-AQ13
2021-06-04 03:00:00,38.01,11.55,1.9,9.12,3.57,5.17,2.01,DCC-AQ13
2021-06-04 04:00:00,46.11,24.26,1.96,10.36,3.79,5.62,2.27,DCC-AQ13
2021-06-04 05:00:00,54.87,67.12,2.14,21.12,5.04,7.54,5.36,DCC-AQ13
2021-06-04 06:00:00,61.05,76.14,2.68,26.24,6.2,9.17,4.87,DCC-AQ13
2021-06-04 07:00:00,41.6,38.71,2.29,18.83,4.78,6.74,6.76,DCC-AQ13
2021-06-04 08:00:00,38.17,39.04,2.01,20.9,4.82,7.22,7.39,DCC-AQ13
2021-06-04 09:00:00,24.18,18.6,1.66,18.6,4.35,6.61,2.01,DCC-AQ13
2021-06-04 10:00:00,27.22,27.62,2.52,28.06,6.91,10.6,0.99,DCC-AQ13
2021-06-04 11:00:00,44.46,58.13,3.04,40.78,8.66,13.0,1.42,DCC-AQ13
2021-06-04 12:00:00,43.88,44.49,2.92,28.56,7.23,10.81,1.33,DCC-AQ13
2021-06-04 13:00:00,47.66,53.84,4.22,32.82,8.91,12.76,1.41,DCC-AQ13
2021-06-04 14:00:00,27.36,24.27,3.18,29.71,7.51,11.34,0.79,DCC-AQ13
2021-06-04 15:00:00,36.55,26.34,3.25,33.07,7.73,11.57,1.17,DCC-AQ13
2021-06-04 16:00:00,30.07,21.81,2.87,22.88,6.15,8.86,1.24,DCC-AQ13
2021-06-04 17:00:00,33.11,20.21,2.88,19.87,5.91,8.64,1.05,DCC-AQ13
2021-06-04 18:00:00,44.55,31.01,3.51,20.29,6.64,9.18,0.72,DCC-AQ13
2021-06-04 19:00:00,40.9,27.66,4.34,16.04,7.12,9.6,0.49,DCC-AQ13
2021-06-04 20:00:00,28.81,19.08,3.29,10.2,5.41,7.44,0.28,DCC-AQ13
2021-06-04 21:00:00,5.63,1.57,3.89,10.36,5.93,7.67,0.07,DCC-AQ13
2021-06-04 22:00:00,16.34,4.57,4.41,12.01,6.79,8.76,-0.32,DCC-AQ13
2021-06-04 23:00:00,21.97,16.9,4.17,11.1,6.54,8.54,0.16,DCC-AQ13
2021-06-05 00:00:00,38.85,17.78,4.31,11.47,6.83,9.08,0.24,DCC-AQ13
2021-06-05 01:00:00,42.93,20.91,4.3,11.93,6.92,9.27,0.14,DCC-AQ13
2021-06-05 02:00:00,30.29,9.8,3.69,9.13,5.71,7.51,-0.49,DCC-AQ13
2021-06-05 03:00:00,23.24,12.46,2.87,7.47,4.45,5.82,-0.53,DCC-AQ13
2021-06-05 04:00:00,42.88,50.74,3.78,10.04,5.53,6.99,0.27,DCC-AQ13
2021-06-05 05:00:00,42.52,38.69,4.87,14.56,7.93,10.54,-0.06,DCC-AQ13
2021-06-05 06:00:00,37.09,40.16,5.08,17.33,8.66,11.73,-0.47,DCC-AQ13
2021-06-05 07:00:00,34.89,38.64,3.76,10.19,5.36,6.61,-0.59,DCC-AQ13
2021-06-05 08:00:00,31.25,41.92,4.19,10.4,6.02,7.36,-0.48,DCC-AQ13
2021-06-05 09:00:00,20.46,29.35,3.75,15.01,6.23,8.24,-0.87,DCC-AQ13
2021-06-05 10:00:00,28.1,34.08,4.2,13.31,6.28,7.99,-0.7,DCC-AQ13
2021-06-05 11:00:00,44.5,61.52,5.65,16.3,8.12,9.96,0.06,DCC-AQ13
2021-06-05 12:00:00,41.39,44.03,5.18,22.08,8.1,10.22,-0.49,DCC-AQ13
2021-06-05 13:00:00,22.44,16.98,2.07,13.12,3.61,4.85,-0.94,DCC-AQ13
2021-06-05 14:00:00,19.13,13.02,2.2,17.36,4.22,5.75,-1.11,DCC-AQ13
2021-06-05 15:00:00,7.34,4.69,2.83,32.17,6.44,8.98,-1.11,DCC-AQ13
2021-06-05 16:00:00,10.41,8.99,3.1,15.64,5.45,7.41,-0.65,DCC-AQ13
2021-06-05 17:00:00,12.6,9.42,2.99,10.61,4.73,6.13,-0.15,DCC-AQ13
2021-06-05 18:00:00,10.2,4.47,2.64,11.45,4.41,5.73,0.18,DCC-AQ13
2021-06-05 19:00:00,3.18,0.16,2.58,10.69,4.39,5.79,-0.19,DCC-AQ13
2021-06-05 20:00:00,0.06,-1.29,2.79,7.32,4.37,5.6,-0.7,DCC-AQ13
2021-06-05 21:00:00,4.69,-1.29,3.39,8.44,5.17,6.58,-0.96,DCC-AQ13
2021-06-05 22:00:00,6.21,-1.05,3.5,8.88,5.27,6.69,-1.18,DCC-AQ13
2021-06-05 23:00:00,18.06,1.92,4.81,10.92,6.95,8.52,-0.98,DCC-AQ13
2021-06-06 00:00:00,14.68,0.12,5.62,12.29,7.78,9.26,-0.96,DCC-AQ13
2021-06-06 01:00:00,20.15,-0.37,6.34,12.8,8.74,10.44,-0.74,DCC-AQ13
2021-06-06 02:00:00,11.28,-1.42,6.82,12.43,8.96,10.58,-0.96,DCC-AQ13
2021-06-06 03:00:00,12.16,-0.22,5.27,10.71,7.63,9.29,-0.81,DCC-AQ13
2021-06-06 04:00:00,8.38,-0.23,4.54,10.73,6.83,8.66,-0.79,DCC-AQ13
2021-06-06 05:00:00,16.5,6.04,9.49,18.59,12.59,14.86,-0.18,DCC-AQ13
2021-06-06 06:00:00,10.66,3.82,8.15,17.18,11.08,13.3,-0.78,DCC-AQ13
2021-06-06 07:00:00,7.42,2.48,5.0,12.12,7.55,9.49,-0.85,DCC-AQ13
2021-06-06 08:00:00,0.74,-0.1,4.43,10.25,6.68,8.64,-0.93,DCC-AQ13
2021-06-06 09:00:00,0.28,1.19,3.62,8.57,5.45,6.97,-0.84,DCC-AQ13
2021-06-06 10:00:00,10.5,11.89,3.88,8.99,5.77,7.32,-0.95,DCC-AQ13
2021-06-06 11:00:00,17.09,15.76,4.14,10.6,6.28,7.87,-0.96,DCC-AQ13
2021-06-06 12:00:00,24.64,20.43,6.49,16.59,9.32,11.51,-0.85,DCC-AQ13
2021-06-06 13:00:00,19.56,17.48,8.03,18.15,11.03,13.31,-1.08,DCC-AQ13
2021-06-06 14:00:00,24.98,14.07,6.68,16.71,9.49,11.51,-1.01,DCC-AQ13
2021-06-06 15:00:00,38.71,33.08,4.59,11.79,6.68,8.23,-0.45,DCC-AQ13
2021-06-06 16:00:00,31.98,19.98,3.48,8.8,5.01,6.2,-0.93,DCC-AQ13
2021-06-06 17:00:00,33.76,23.74,3.8,13.98,6.02,7.98,-0.76,DCC-AQ13
2021-06-06 18:00:00,40.23,56.48,3.76,15.11,5.93,7.62,0.54,DCC-AQ13
2021-06-06 19:00:00,52.15,36.96,4.27,11.48,6.04,7.63,0.4,DCC-AQ13
2021-06-06 20:00:00,52.46,37.95,3.55,8.03,4.93,6.04,0.44,DCC-AQ13
2021-06-06 21:00:00,17.17,6.16,3.71,8.18,5.09,6.17,-0.62,DCC-AQ13
2021-06-06 22:00:00,38.73,15.78,3.59,7.85,4.95,5.99,-0.51,DCC-AQ13
2021-06-06 23:00:00,44.68,40.99,3.27,8.58,4.76,5.98,-0.04,DCC-AQ13
2021-06-07 00:00:00,41.61,22.3,3.2,8.19,4.65,5.77,-0.23,DCC-AQ13
2021-06-07 01:00:00,47.02,26.91,4.78,8.87,6.2,7.38,0.17,DCC-AQ13
2021-06-07 02:00:00,20.22,3.2,2.89,5.79,4.07,4.99,-0.85,DCC-AQ13
2021-06-07 03:00:00,11.36,0.64,3.35,6.54,4.52,5.36,-1.71,DCC-AQ13
2021-06-07 04:00:00,10.19,9.25,4.19,7.84,5.45,6.44,-0.78,DCC-AQ13
2021-06-07 05:00:00,16.18,5.58,5.81,10.27,7.19,8.29,-0.81,DCC-AQ13
2021-06-07 06:00:00,14.03,8.58,5.08,9.2,6.41,7.47,-0.82,DCC-AQ13
2021-06-07 07:00:00,9.22,14.01,5.01,15.83,7.1,8.61,-0.78,DCC-AQ13
2021-06-07 08:00:00,17.57,19.38,4.77,15.46,6.84,8.29,-0.64,DCC-AQ13
2021-06-07 09:00:00,29.96,37.72,5.84,17.34,8.11,9.77,-0.04,DCC-AQ13
2021-06-07 10:00:00,29.96,28.71,5.18,15.02,7.42,9.2,-0.18,DCC-AQ13
2021-06-07 11:00:00,19.17,19.34,4.91,13.99,7.31,9.24,-0.48,DCC-AQ13
2021-06-07 12:00:00,36.19,39.55,5.11,23.77,8.59,11.47,-0.09,DCC-AQ13
2021-06-07 13:00:00,29.89,26.17,4.85,24.34,8.52,11.43,-0.44,DCC-AQ13
2021-06-07 14:00:00,23.52,19.1,3.8,33.25,8.35,11.75,-0.34,DCC-AQ13
2021-06-07 15:00:00,28.29,26.97,4.3,23.75,8.65,12.34,-0.06,DCC-AQ13
2021-06-07 16:00:00,17.62,21.59,3.54,17.75,6.74,9.53,0.0,DCC-AQ13
2021-06-07 17:00:00,9.8,5.6,2.58,16.17,4.75,6.27,1.01,DCC-AQ13
2021-06-07 18:00:00,15.94,6.0,2.99,10.0,4.75,6.27,4.4,DCC-AQ13
2021-06-07 19:00:00,16.72,5.85,3.42,10.84,5.24,6.75,5.27,DCC-AQ13
2021-06-07 20:00:00,18.91,7.43,3.52,9.76,5.26,6.61,4.37,DCC-AQ13
2021-06-07 21:00:00,14.73,3.2,3.27,8.99,4.93,6.16,7.75,DCC-AQ13
2021-06-07 22:00:00,13.33,6.7,2.93,7.34,4.4,5.61,9.16,DCC-AQ13
2021-06-07 23:00:00,21.52,12.22,2.73,6.5,4.07,5.17,6.97,DCC-AQ13
2021-06-08 00:00:00,14.95,2.93,2.77,6.8,4.08,5.08,7.0,DCC-AQ13
2021-06-08 01:00:00,18.56,4.07,2.77,6.76,4.05,5.05,4.81,DCC-AQ13
2021-06-08 02:00:00,24.65,8.5,2.92,7.87,4.34,5.59,1.79,DCC-AQ13
2021-06-08 03:00:00,11.37,4.4,2.57,6.73,3.51,4.17,0.7,DCC-AQ13
2021-06-08 04:00:00,46.71,76.12,4.65,13.04,6.65,8.41,2.02,DCC-AQ13
2021-06-08 05:00:00,50.3,100.59,4.77,20.78,8.15,11.14,2.36,DCC-AQ13
2021-06-08 06:00:00,57.47,122.9,4.52,40.9,9.45,13.12,2.88,DCC-AQ13
2021-06-08 07:00:00,45.11,80.52,5.17,46.78,10.26,13.94,1.76,DCC-AQ13
2021-06-08 08:00:00,32.73,47.73,4.19,40.21,8.94,12.56,0.49,DCC-AQ13
2021-06-08 09:00:00,26.74,36.17,3.69,28.32,7.23,9.79,0.02,DCC-AQ13
2021-06-08 10:00:00,40.32,81.04,4.88,43.58,10.06,13.72,1.63,DCC-AQ13
2021-06-08 11:00:00,41.19,82.89,5.9,119.97,20.36,32.06,1.39,DCC-AQ13
2021-06-08 12:00:00,25.67,34.58,2.88,37.87,7.72,11.57,-0.03,DCC-AQ13
2021-06-08 13:00:00,21.3,31.13,1.49,24.68,4.12,5.9,-0.33,DCC-AQ13
2021-06-08 14:00:00,29.24,37.9,1.6,26.34,4.52,6.78,-0.03,DCC-AQ13
2021-06-08 15:00:00,18.91,20.76,1.96,21.02,4.4,6.29,-0.31,DCC-AQ13
2021-06-08 16:00:00,28.73,35.39,2.58,16.39,4.63,6.23,0.17,DCC-AQ13
2021-06-08 17:00:00,28.03,45.58,3.29,16.57,5.54,7.2,0.67,DCC-AQ13
2021-06-08 18:00:00,35.75,41.77,4.01,15.75,6.84,9.36,0.98,DCC-AQ13
2021-06-08 19:00:00,42.1,50.28,6.27,17.31,9.42,12.33,1.36,DCC-AQ13
2021-06-08 20:00:00,31.0,27.99,3.97,12.32,6.33,8.5,0.71,DCC-AQ13
2021-06-08 21:00:00,12.74,8.08,3.41,11.63,5.67,7.53,0.46,DCC-AQ13
2021-06-08 22:00:00,20.08,34.71,3.8,12.58,6.26,8.34,0.57,DCC-AQ13
2021-06-08 23:00:00,43.58,52.43,4.12,12.49,6.1,7.79,1.16,DCC-AQ13
2021-06-09 00:00:00,19.51,9.86,2.49,7.12,3.71,4.74,-0.43,DCC-AQ13
2021-06-09 01:00:00,20.54,17.32,4.19,11.07,5.96,7.38,-0.3,DCC-AQ13
2021-06-09 02:00:00,14.73,8.07,1.91,5.37,2.85,3.62,-0.7,DCC-AQ13
2021-06-09 03:00:00,13.21,12.19,1.79,5.26,2.61,3.22,-0.68,DCC-AQ13
2021-06-09 04:00:00,32.31,52.33,4.16,13.56,6.11,7.62,0.47,DCC-AQ13
2021-06-09 05:00:00,43.33,84.28,4.93,20.36,7.46,9.28,1.23,DCC-AQ13
2021-06-09 06:00:00,40.92,81.21,3.97,48.82,10.19,15.72,1.38,DCC-AQ13
2021-06-09 07:00:00,26.67,41.47,1.79,24.0,4.81,7.58,0.26,DCC-AQ13
2021-06-09 08:00:00,33.79,60.95,1.99,18.59,4.69,7.37,0.5,DCC-AQ13
2021-06-09 09:00:00,25.82,54.09,2.9,8.92,4.51,6.14,0.33,DCC-AQ13
2021-06-09 10:00:00,34.41,76.81,2.88,10.14,4.59,6.24,0.88,DCC-AQ13
2021-06-09 11:00:00,35.72,147.23,4.39,33.96,8.98,13.27,2.83,DCC-AQ13
2021-06-09 12:00:00,25.98,54.1,2.47,32.85,6.66,10.52,0.6,DCC-AQ13
2021-06-09 13:00:00,18.37,28.96,2.3,15.95,4.13,5.79,-0.3,DCC-AQ13
2021-06-09 14:00:00,22.07,29.34,2.84,17.56,4.61,6.01,-0.19,DCC-AQ13
2021-06-09 15:00:00,22.27,31.04,2.97,13.35,4.36,5.62,-0.22,DCC-AQ13
2021-06-09 16:00:00,24.72,37.83,3.14,11.56,4.32,5.3,0.03,DCC-AQ13
2021-06-09 17:00:00,26.66,42.12,3.36,11.88,4.62,5.7,0.15,DCC-AQ13
2021-06-09 18:00:00,18.28,13.19,2.76,9.37,3.65,4.33,-0.52,DCC-AQ13
2021-06-09 19:00:00,16.0,11.79,3.08,8.7,3.91,4.51,-0.65,DCC-AQ13
2021-06-09 20:00:00,17.07,8.96,3.26,6.9,3.87,4.41,-0.61,DCC-AQ13
2021-06-09 21:00:00,16.65,8.33,3.41,10.07,4.76,5.98,-0.88,DCC-AQ13
2021-06-09 22:00:00,24.72,23.35,4.17,15.96,6.52,8.71,-0.38,DCC-AQ13
2021-06-09 23:00:00,21.69,50.61,4.3,13.27,6.34,8.2,0.34,DCC-AQ13
2021-06-10 00:00:00,9.78,3.53,3.07,6.64,3.96,4.78,-0.88,DCC-AQ13
2021-06-10 01:00:00,11.45,3.44,2.34,4.5,2.75,3.08,-0.79,DCC-AQ13
2021-06-10 02:00:00,10.03,0.26,1.61,3.86,2.07,2.57,-0.98,DCC-AQ13
2021-06-10 03:00:00,10.32,2.81,1.2,4.1,1.69,2.09,-0.91,DCC-AQ13
2021-06-10 04:00:00,18.71,23.31,0.94,5.2,1.56,2.05,-0.41,DCC-AQ13
2021-06-10 05:00:00,35.84,78.74,1.65,13.56,3.25,4.59,1.02,DCC-AQ13
2021-06-10 06:00:00,32.73,94.76,1.81,18.42,4.0,5.72,1.53,DCC-AQ13
2021-06-10 07:00:00,35.62,73.06,1.46,23.05,4.09,6.15,0.97,DCC-AQ13
2021-06-10 08:00:00,19.92,26.52,2.43,76.3,10.78,17.27,0.04,DCC-AQ13
2021-06-10 09:00:00,18.9,21.78,2.86,89.9,12.16,18.69,-0.35,DCC-AQ13
2021-06-10 10:00:00,23.01,24.07,2.02,29.92,5.3,8.03,-0.16,DCC-AQ13
2021-06-10 11:00:00,25.08,25.95,2.55,37.39,6.58,9.71,-0.21,DCC-AQ13
2021-06-10 12:00:00,24.46,24.68,2.32,40.34,6.52,9.65,-0.44,DCC-AQ13
2021-06-10 13:00:00,15.46,20.76,2.1,36.68,6.03,9.01,-0.22,DCC-AQ13
2021-06-10 14:00:00,21.45,29.02,2.42,26.63,5.12,7.11,-0.15,DCC-AQ13
2021-06-10 15:00:00,15.33,17.3,2.8,18.1,4.51,5.72,-0.58,DCC-AQ13
2021-06-10 16:00:00,15.83,20.54,3.08,18.71,4.97,6.48,-0.4,DCC-AQ13
2021-06-10 17:00:00,19.81,25.93,2.95,18.24,4.75,6.03,-0.28,DCC-AQ13
2021-06-10 18:00:00,9.46,10.21,2.63,11.75,3.83,4.76,-0.62,DCC-AQ13
2021-06-10 19:00:00,11.27,15.56,1.98,28.4,5.07,7.39,-0.5,DCC-AQ13
2021-06-10 20:00:00,9.07,7.0,1.64,6.44,2.31,2.79,-0.66,DCC-AQ13
2021-06-10 21:00:00,10.01,6.62,2.26,6.82,2.99,3.53,-0.57,DCC-AQ13
2021-06-10 22:00:00,12.08,8.61,2.83,7.47,3.77,4.53,-0.14,DCC-AQ13
2021-06-10 23:00:00,20.69,20.1,3.21,9.85,4.52,5.49,1.46,DCC-AQ13
2021-06-11 00:00:00,12.76,4.72,3.6,9.54,5.16,6.4,3.89,DCC-AQ13
2021-06-11 01:00:00,12.91,2.52,4.13,10.26,5.81,7.02,3.85,DCC-AQ13
2021-06-11 02:00:00,7.84,-0.49,3.76,9.34,5.44,6.73,2.64,DCC-AQ13
2021-06-11 03:00:00,11.11,1.49,3.42,7.98,4.9,6.04,1.55,DCC-AQ13
2021-06-11 04:00:00,29.47,22.99,2.81,11.06,4.44,5.73,1.64,DCC-AQ13
2021-06-11 05:00:00,40.6,61.58,2.51,21.17,5.12,7.09,2.36,DCC-AQ13
2021-06-11 06:00:00,35.16,45.18,2.22,22.98,4.66,6.08,2.15,DCC-AQ13
2021-06-11 07:00:00,26.89,15.13,2.67,34.0,6.38,8.88,2.62,DCC-AQ13
2021-06-11 08:00:00,20.41,12.45,3.51,37.27,7.82,10.75,3.81,DCC-AQ13
2021-06-11 09:00:00,17.95,10.6,4.36,45.77,10.12,14.24,3.88,DCC-AQ13
2021-06-11 10:00:00,22.09,18.8,4.08,42.58,9.56,13.24,3.86,DCC-AQ13
2021-06-11 11:00:00,26.03,24.16,5.09,40.25,10.7,14.44,3.06,DCC-AQ13
2021-06-11 12:00:00,22.7,18.65,5.63,36.88,11.44,15.84,2.07,DCC-AQ13
2021-06-11 13:00:00,21.64,23.18,4.7,32.17,9.85,14.05,1.32,DCC-AQ13
2021-06-11 14:00:00,21.19,19.53,3.41,27.45,7.46,10.67,1.68,DCC-AQ13
2021-06-11 15:00:00,15.35,10.92,2.51,26.85,6.07,8.85,2.29,DCC-AQ13
2021-06-11 16:00:00,10.51,4.34,2.15,20.9,4.96,7.13,1.35,DCC-AQ13
2021-06-11 17:00:00,10.95,2.91,2.02,13.16,4.07,5.68,0.88,DCC-AQ13
2021-06-11 18:00:00,12.38,4.83,1.93,12.18,3.7,5.06,0.83,DCC-AQ13
2021-06-11 19:00:00,7.76,0.57,2.13,10.18,3.82,5.25,0.83,DCC-AQ13
2021-06-11 20:00:00,8.58,-0.79,2.27,7.81,3.74,4.95,0.6,DCC-AQ13
2021-06-11 21:00:00,12.6,0.78,2.87,10.43,4.64,5.96,1.12,DCC-AQ13
2021-06-11 22:00:00,9.13,0.08,2.06,7.75,3.17,4.02,0.77,DCC-AQ13
2021-06-11 23:00:00,12.04,2.32,2.07,7.02,3.1,3.98,0.59,DCC-AQ13
2021-06-12 00:00:00,7.01,-1.45,1.97,6.19,2.83,3.42,0.17,DCC-AQ13
2021-06-12 01:00:00,6.12,-1.19,1.9,6.83,2.92,3.68,-0.03,DCC-AQ13
2021-06-12 02:00:00,7.64,-0.7,2.18,6.16,3.3,4.24,-0.15,DCC-AQ13
2021-06-12 03:00:00,6.93,-0.84,2.27,7.76,3.57,4.57,-0.26,DCC-AQ13
2021-06-12 04:00:00,11.9,2.9,1.94,6.95,3.13,4.11,-0.31,DCC-AQ13
2021-06-12 05:00:00,26.05,17.44,1.7,10.15,3.08,4.09,0.06,DCC-AQ13
2021-06-12 06:00:00,19.09,9.28,1.55,8.36,2.81,3.9,-0.21,DCC-AQ13
2021-06-12 07:00:00,8.02,2.73,1.03,6.76,1.99,2.82,-0.39,DCC-AQ13
2021-06-12 08:00:00,11.46,5.89,1.58,13.68,3.35,4.75,-0.31,DCC-AQ13
2021-06-12 09:00:00,8.23,1.88,2.39,13.17,3.97,5.15,-0.38,DCC-AQ13
2021-06-12 10:00:00,17.06,11.3,2.74,13.4,4.38,5.64,-0.06,DCC-AQ13
2021-06-12 11:00:00,13.76,10.21,2.68,11.92,4.17,5.38,0.79,DCC-AQ13
2021-06-12 12:00:00,16.54,12.2,2.85,12.59,4.4,5.77,0.75,DCC-AQ13
2021-06-12 13:00:00,11.35,15.57,4.32,13.79,5.76,6.81,0.42,DCC-AQ13
2021-06-12 14:00:00,9.46,8.0,3.29,11.68,4.61,5.55,0.57,DCC-AQ13
2021-06-12 15:00:00,9.27,3.75,2.51,9.04,3.84,4.98,0.34,DCC-AQ13
2021-06-12 16:00:00,5.65,1.11,2.54,9.94,3.87,4.94,-0.48,DCC-AQ13
2021-06-12 17:00:00,36.83,29.29,2.72,14.06,4.98,6.91,0.15,DCC-AQ13
2021-06-12 18:00:00,26.12,14.92,3.04,18.06,5.91,8.47,-0.41,DCC-AQ13
2021-06-12 19:00:00,35.02,35.77,4.03,19.38,7.05,9.74,0.29,DCC-AQ13
2021-06-12 20:00:00,23.42,8.4,5.05,13.13,7.62,9.91,-0.67,DCC-AQ13
2021-06-12 21:00:00,8.58,0.55,3.84,12.03,6.3,8.44,-0.79,DCC-AQ13
2021-06-12 22:00:00,9.96,-0.15,4.02,11.23,6.22,7.98,-0.87,DCC-AQ13
2021-06-12 23:00:00,15.88,3.78,3.37,9.65,5.3,6.7,-0.77,DCC-AQ13
2021-06-13 00:00:00,7.09,-1.32,3.68,9.43,5.71,7.07,-0.84,DCC-AQ13
2021-06-13 01:00:00,5.94,-2.53,3.96,9.78,6.1,7.66,-1.0,DCC-AQ13
2021-06-13 02:00:00,15.06,-0.7,4.36,9.91,6.48,7.95,-1.03,DCC-AQ13
2021-06-13 03:00:00,7.67,-0.01,4.3,10.13,6.47,8.02,-0.99,DCC-AQ13
2021-06-13 04:00:00,17.81,3.16,4.65,13.29,7.18,8.96,-0.89,DCC-AQ13
2021-06-13 05:00:00,25.85,11.67,4.52,12.56,6.89,8.7,-0.88,DCC-AQ13
2021-06-13 06:00:00,33.25,49.32,4.66,25.41,8.21,10.82,0.19,DCC-AQ13
