datetime,co,no,no2,so2,serial_number
2021-08-11 04:00:00,0.29,1.22,11.19,-0.04,DCC-AQ1
2021-08-11 05:00:00,0.24,1.41,13.92,0.01,DCC-AQ1
2021-08-11 06:00:00,0.31,5.17,22.39,0.14,DCC-AQ1
2021-08-11 07:00:00,0.27,7.1,21.64,0.23,DCC-AQ1
2021-08-11 08:00:00,0.29,9.25,23.28,-0.11,DCC-AQ1
2021-08-11 09:00:00,0.35,7.23,22.19,0.15,DCC-AQ1
2021-08-11 10:00:00,0.34,4.78,18.47,0.19,DCC-AQ1
2021-08-11 11:00:00,0.35,2.24,18.6,0.07,DCC-AQ1
2021-08-11 12:00:00,0.35,2.46,21.22,0.01,DCC-AQ1
2021-08-11 13:00:00,0.31,3.27,21.06,0.15,DCC-AQ1
2021-08-11 14:00:00,0.29,4.14,21.51,0.25,DCC-AQ1
2021-08-11 15:00:00,0.31,5.72,22.27,0.66,DCC-AQ1
2021-08-11 16:00:00,0.26,5.12,22.51,0.39,DCC-AQ1
2021-08-11 17:00:00,0.26,5.19,20.92,0.4,DCC-AQ1
2021-08-11 18:00:00,0.24,5.18,21.5,0.25,DCC-AQ1
2021-08-11 19:00:00,0.24,2.02,18.11,0.02,DCC-AQ1
2021-08-11 20:00:00,0.24,2.1,21.23,-0.2,DCC-AQ1
2021-08-11 21:00:00,0.25,3.13,21.87,-0.02,DCC-AQ1
2021-08-11 22:00:00,0.24,5.06,21.41,-0.14,DCC-AQ1
2021-08-11 23:00:00,0.24,4.17,17.94,-0.25,DCC-AQ1
2021-08-12 00:00:00,0.24,5.84,19.32,-0.06,DCC-AQ1
2021-08-12 01:00:00,0.24,4.2,19.06,0.02,DCC-AQ1
2021-08-12 02:00:00,0.24,1.34,9.97,-0.23,DCC-AQ1
2021-08-12 03:00:00,0.24,0.52,5.63,-0.41,DCC-AQ1
2021-08-12 04:00:00,0.24,0.65,5.36,-0.25,DCC-AQ1
2021-08-12 05:00:00,0.24,1.26,9.95,-0.07,DCC-AQ1
2021-08-12 06:00:00,0.26,8.33,22.96,0.21,DCC-AQ1
2021-08-12 07:00:00,0.24,5.62,18.82,0.0,DCC-AQ1
2021-08-12 08:00:00,0.24,3.01,16.17,0.07,DCC-AQ1
2021-08-12 09:00:00,0.24,2.81,16.67,0.25,DCC-AQ1
2021-08-12 10:00:00,0.24,2.74,17.3,0.21,DCC-AQ1
2021-08-12 11:00:00,0.24,2.19,15.25,0.11,DCC-AQ1
2021-08-12 12:00:00,0.24,2.45,14.99,0.25,DCC-AQ1
2021-08-12 13:00:00,0.24,1.99,13.38,0.22,DCC-AQ1
2021-08-12 14:00:00,0.28,2.55,15.33,0.27,DCC-AQ1
2021-08-12 15:00:00,0.28,3.26,15.24,0.33,DCC-AQ1
2021-08-12 16:00:00,0.27,4.44,17.6,0.33,DCC-AQ1
2021-08-12 17:00:00,0.25,2.2,14.58,0.76,DCC-AQ1
2021-08-12 18:00:00,0.24,1.86,13.24,0.18,DCC-AQ1
2021-08-12 19:00:00,0.24,1.04,10.7,-1.02,DCC-AQ1
2021-08-12 20:00:00,0.24,2.5,16.75,-0.07,DCC-AQ1
2021-08-12 21:00:00,0.24,2.18,16.39,0.05,DCC-AQ1
2021-08-12 22:00:00,0.24,1.23,11.04,-0.02,DCC-AQ1
2021-08-12 23:00:00,0.24,0.79,7.66,-0.2,DCC-AQ1
2021-08-13 00:00:00,0.24,0.7,6.1,-0.18,DCC-AQ1
2021-08-13 01:00:00,0.24,0.28,4.91,-0.26,DCC-AQ1
2021-08-13 02:00:00,0.24,0.33,4.29,-0.19,DCC-AQ1
2021-08-13 03:00:00,0.24,0.53,4.59,-0.2,DCC-AQ1
2021-08-13 04:00:00,0.24,0.77,6.07,-0.17,DCC-AQ1
2021-08-13 05:00:00,0.24,0.82,7.92,-0.16,DCC-AQ1
2021-08-13 06:00:00,0.24,1.51,11.36,-0.24,DCC-AQ1
2021-08-13 07:00:00,0.24,2.3,12.66,-0.21,DCC-AQ1
2021-08-13 08:00:00,0.24,1.93,12.26,-0.15,DCC-AQ1
2021-08-13 09:00:00,0.24,1.73,11.36,0.03,DCC-AQ1
2021-08-13 10:00:00,0.24,2.24,13.83,0.01,DCC-AQ1
2021-08-13 11:00:00,0.24,1.9,14.16,0.19,DCC-AQ1
2021-08-13 12:00:00,0.24,1.92,13.98,0.17,DCC-AQ1
2021-08-13 13:00:00,0.24,1.71,13.47,0.2,DCC-AQ1
2021-08-13 14:00:00,0.25,2.0,14.23,0.65,DCC-AQ1
2021-08-13 15:00:00,0.26,2.94,18.47,0.22,DCC-AQ1
2021-08-13 16:00:00,0.25,2.13,16.25,0.05,DCC-AQ1
2021-08-13 17:00:00,0.27,1.17,12.1,0.16,DCC-AQ1
2021-08-13 18:00:00,0.24,1.49,13.3,-0.06,DCC-AQ1
2021-08-13 19:00:00,0.24,0.74,9.99,-0.11,DCC-AQ1
2021-08-13 20:00:00,0.25,0.68,10.64,-0.18,DCC-AQ1
2021-08-13 21:00:00,0.25,0.84,10.16,-0.36,DCC-AQ1
2021-08-13 22:00:00,0.24,0.65,8.46,-0.28,DCC-AQ1
2021-08-28 22:00:00,0.59,27.93,43.6,0.72,DCC-AQ1
2021-08-28 23:00:00,0.59,68.12,45.68,2.74,DCC-AQ1
2021-08-29 00:00:00,0.59,76.94,43.98,2.03,DCC-AQ1
2021-08-29 01:00:00,0.51,36.51,40.45,0.32,DCC-AQ1
2021-08-29 02:00:00,0.47,16.56,35.67,-0.23,DCC-AQ1
2021-08-29 03:00:00,0.4,7.12,29.83,-0.57,DCC-AQ1
2021-08-29 04:00:00,0.35,2.47,22.69,-0.51,DCC-AQ1
2021-08-29 05:00:00,0.36,1.28,20.59,-0.45,DCC-AQ1
2021-08-29 06:00:00,0.35,1.48,20.65,-0.47,DCC-AQ1
2021-08-29 07:00:00,0.35,0.9,19.53,-0.49,DCC-AQ1
2021-08-29 08:00:00,0.35,2.03,22.66,-0.58,DCC-AQ1
2021-08-29 09:00:00,0.35,1.45,17.85,-0.51,DCC-AQ1
2021-08-29 10:00:00,0.35,1.47,15.51,-0.55,DCC-AQ1
2021-08-29 11:00:00,0.35,1.22,15.76,-0.55,DCC-AQ1
2021-08-29 12:00:00,0.35,0.82,13.03,-0.39,DCC-AQ1
2021-08-29 13:00:00,0.35,1.05,13.89,-0.4,DCC-AQ1
2021-08-29 14:00:00,0.35,0.69,12.43,-0.43,DCC-AQ1
2021-08-29 15:00:00,0.35,0.9,12.35,-0.48,DCC-AQ1
2021-08-29 16:00:00,0.35,0.46,10.94,-0.55,DCC-AQ1
2021-08-29 17:00:00,0.35,0.48,11.99,-0.43,DCC-AQ1
2021-08-29 18:00:00,0.35,0.37,11.57,-0.63,DCC-AQ1
2021-08-29 19:00:00,0.35,0.12,10.97,-0.63,DCC-AQ1
2021-08-29 20:00:00,0.35,0.32,12.12,-0.63,DCC-AQ1
2021-08-29 21:00:00,0.35,0.25,11.48,-0.73,DCC-AQ1
2021-08-29 22:00:00,0.35,0.4,10.88,-0.72,DCC-AQ1
2021-08-29 23:00:00,0.35,0.07,10.58,-0.63,DCC-AQ1
2021-08-30 00:00:00,0.34,0.18,8.37,-0.6,DCC-AQ1
2021-08-30 01:00:00,0.35,0.15,6.25,-0.64,DCC-AQ1
2021-08-30 02:00:00,0.35,0.28,6.58,-0.66,DCC-AQ1
2021-08-30 03:00:00,0.33,0.39,8.26,-0.55,DCC-AQ1
2021-08-30 04:00:00,0.35,0.99,18.06,-0.59,DCC-AQ1
2021-08-30 05:00:00,0.35,3.06,27.91,-0.69,DCC-AQ1
2021-08-30 06:00:00,0.35,4.15,31.83,-0.3,DCC-AQ1
2021-08-30 07:00:00,0.35,9.6,35.55,0.02,DCC-AQ1
2021-08-30 08:00:00,0.35,6.21,31.4,-0.09,DCC-AQ1
2021-08-30 09:00:00,0.33,3.98,27.17,-0.18,DCC-AQ1
2021-08-30 10:00:00,0.35,2.34,22.21,-0.34,DCC-AQ1
2021-08-30 11:00:00,0.33,2.01,21.05,-0.31,DCC-AQ1
2021-08-30 12:00:00,0.34,2.13,20.79,-0.3,DCC-AQ1
2021-08-30 13:00:00,0.35,2.41,20.24,-0.46,DCC-AQ1
2021-08-30 14:00:00,0.35,2.58,22.77,-0.44,DCC-AQ1
2021-08-30 15:00:00,0.35,4.54,26.11,-0.44,DCC-AQ1
2021-08-30 16:00:00,0.35,6.53,28.92,-0.3,DCC-AQ1
2021-08-30 17:00:00,0.31,2.57,23.46,-0.48,DCC-AQ1
2021-08-30 18:00:00,0.27,0.67,15.86,-0.53,DCC-AQ1
2021-08-30 19:00:00,0.3,0.49,15.02,-0.56,DCC-AQ1
2021-08-30 20:00:00,0.29,0.22,13.98,-0.48,DCC-AQ1
2021-08-30 21:00:00,0.34,0.63,19.56,-0.57,DCC-AQ1
2021-08-30 22:00:00,0.31,0.91,19.94,-0.52,DCC-AQ1
2021-08-30 23:00:00,0.26,0.1,9.46,-0.56,DCC-AQ1
2021-08-31 00:00:00,0.3,0.15,7.02,-0.58,DCC-AQ1
2021-08-31 01:00:00,0.29,0.0,6.2,-0.37,DCC-AQ1
2021-08-31 02:00:00,0.33,0.05,7.08,-0.7,DCC-AQ1
2021-08-31 03:00:00,0.33,-0.04,6.19,-0.68,DCC-AQ1
2021-08-31 04:00:00,0.32,0.2,9.67,-0.66,DCC-AQ1
2021-08-31 05:00:00,0.34,0.56,17.34,-0.6,DCC-AQ1
2021-08-31 06:00:00,0.35,1.31,24.76,-0.75,DCC-AQ1
2021-08-31 07:00:00,0.35,1.89,27.44,-0.61,DCC-AQ1
2021-08-31 08:00:00,0.35,2.07,30.1,-0.81,DCC-AQ1
2021-08-31 09:00:00,0.35,1.78,26.32,-0.67,DCC-AQ1
2021-08-31 10:00:00,0.35,1.08,21.95,-0.6,DCC-AQ1
2021-08-31 11:00:00,0.35,0.93,18.64,-0.71,DCC-AQ1
2021-08-31 12:00:00,0.36,1.17,21.72,-0.64,DCC-AQ1
2021-08-31 13:00:00,0.38,1.25,23.25,-0.68,DCC-AQ1
2021-08-31 14:00:00,0.37,1.0,19.75,-0.75,DCC-AQ1
2021-08-31 15:00:00,0.35,2.23,28.87,-0.56,DCC-AQ1
2021-08-31 16:00:00,0.36,2.95,32.65,-0.57,DCC-AQ1
2021-08-31 17:00:00,0.4,1.46,29.04,-0.59,DCC-AQ1
2021-08-31 18:00:00,0.35,0.16,17.79,-0.63,DCC-AQ1
2021-08-31 19:00:00,0.35,0.22,18.17,-0.72,DCC-AQ1
2021-08-31 20:00:00,0.35,0.25,16.25,-0.77,DCC-AQ1
2021-08-31 21:00:00,0.35,0.23,14.05,-0.87,DCC-AQ1
2021-08-31 22:00:00,0.35,0.22,14.4,-0.74,DCC-AQ1
2021-08-31 23:00:00,0.35,0.11,13.53,-0.8,DCC-AQ1
2021-09-01 00:00:00,0.35,0.01,10.68,-0.72,DCC-AQ1
2021-09-01 01:00:00,0.35,0.07,8.58,-0.7,DCC-AQ1
2021-09-01 02:00:00,0.35,0.33,8.8,-0.79,DCC-AQ1
2021-09-01 03:00:00,0.35,0.17,8.35,-0.81,DCC-AQ1
2021-09-01 04:00:00,0.35,0.79,18.13,-0.66,DCC-AQ1
2021-09-01 05:00:00,0.35,2.6,25.16,-0.65,DCC-AQ1
2021-09-01 06:00:00,0.35,7.98,33.01,-0.58,DCC-AQ1
2021-09-01 07:00:00,0.35,8.17,35.65,-0.37,DCC-AQ1
2021-09-01 08:00:00,0.34,7.67,36.47,-0.41,DCC-AQ1
2021-09-01 09:00:00,0.34,7.3,36.64,0.09,DCC-AQ1
2021-09-01 10:00:00,0.36,4.09,31.71,0.13,DCC-AQ1
2021-09-01 11:00:00,0.35,3.82,32.93,-0.01,DCC-AQ1
2021-09-01 12:00:00,0.35,1.53,24.63,-0.18,DCC-AQ1
2021-09-01 13:00:00,0.35,2.82,25.59,0.01,DCC-AQ1
2021-09-01 14:00:00,0.35,2.51,26.87,-0.21,DCC-AQ1
2021-09-01 15:00:00,0.35,4.26,30.88,-0.29,DCC-AQ1
2021-09-01 16:00:00,0.35,3.13,30.26,-0.43,DCC-AQ1
2021-09-01 17:00:00,0.36,2.86,29.21,-0.4,DCC-AQ1
2021-09-01 18:00:00,0.35,1.5,25.26,-0.47,DCC-AQ1
2021-09-01 19:00:00,0.35,0.45,18.71,-0.48,DCC-AQ1
2021-09-01 20:00:00,0.35,0.01,16.0,-0.55,DCC-AQ1
2021-09-01 21:00:00,0.35,0.18,15.69,-0.68,DCC-AQ1
2021-09-01 22:00:00,0.35,0.58,21.28,-0.69,DCC-AQ1
2021-09-01 23:00:00,0.34,0.24,18.37,-0.6,DCC-AQ1
2021-09-02 00:00:00,0.34,0.3,12.59,-0.66,DCC-AQ1
2021-09-02 01:00:00,0.35,0.47,15.37,-0.5,DCC-AQ1
2021-09-02 02:00:00,0.35,0.82,18.76,-0.59,DCC-AQ1
2021-09-02 03:00:00,0.35,1.34,19.78,-0.59,DCC-AQ1
2021-09-02 04:00:00,0.35,5.2,25.32,-0.41,DCC-AQ1
2021-09-02 05:00:00,0.35,4.46,30.68,-0.51,DCC-AQ1
2021-09-02 06:00:00,0.35,3.61,31.51,-0.51,DCC-AQ1
2021-09-02 07:00:00,0.35,6.11,36.21,-0.36,DCC-AQ1
2021-09-02 08:00:00,0.35,7.42,38.72,-0.4,DCC-AQ1
2021-09-02 09:00:00,0.35,5.25,37.23,-0.33,DCC-AQ1
2021-09-02 10:00:00,0.35,7.32,41.4,-0.14,DCC-AQ1
2021-09-02 11:00:00,0.35,9.33,40.21,0.16,DCC-AQ1
2021-09-02 12:00:00,0.35,5.85,34.49,0.03,DCC-AQ1
2021-09-02 13:00:00,0.35,4.67,32.41,0.17,DCC-AQ1
2021-09-02 14:00:00,0.35,3.2,28.15,0.11,DCC-AQ1
2021-09-02 15:00:00,0.35,5.62,32.25,0.01,DCC-AQ1
2021-09-02 16:00:00,0.35,6.01,35.98,-0.05,DCC-AQ1
2021-09-02 17:00:00,0.35,2.16,32.46,-0.1,DCC-AQ1
2021-09-02 18:00:00,0.35,0.72,26.14,-0.13,DCC-AQ1
2021-09-02 19:00:00,0.35,0.27,18.38,-0.4,DCC-AQ1
2021-09-02 20:00:00,0.35,0.09,14.72,-0.41,DCC-AQ1
2021-09-02 21:00:00,0.35,0.32,13.67,-0.19,DCC-AQ1
2021-09-02 22:00:00,0.35,0.49,13.14,-0.31,DCC-AQ1
2021-09-02 23:00:00,0.35,0.23,15.38,-0.29,DCC-AQ1
2021-09-03 00:00:00,0.35,1.43,16.3,-0.12,DCC-AQ1
2021-09-03 01:00:00,0.35,9.14,31.13,0.22,DCC-AQ1
2021-09-03 02:00:00,0.35,3.3,21.3,-0.03,DCC-AQ1
2021-09-03 03:00:00,0.35,1.05,13.98,-0.17,DCC-AQ1
2021-09-03 04:00:00,0.35,1.5,14.96,-0.2,DCC-AQ1
2021-09-03 05:00:00,0.37,6.91,23.1,0.24,DCC-AQ1
2021-09-03 06:00:00,0.46,32.44,32.03,1.23,DCC-AQ1
2021-09-03 07:00:00,0.45,38.18,33.06,0.89,DCC-AQ1
2021-09-03 08:00:00,0.35,15.53,33.57,0.15,DCC-AQ1
2021-09-03 09:00:00,0.35,7.95,35.48,0.27,DCC-AQ1
2021-09-03 10:00:00,0.35,5.25,32.71,0.39,DCC-AQ1
2021-09-03 11:00:00,0.35,6.4,33.81,0.64,DCC-AQ1
2021-09-03 12:00:00,0.35,1.66,23.35,0.47,DCC-AQ1
2021-09-03 13:00:00,0.35,1.45,21.51,0.43,DCC-AQ1
2021-09-03 14:00:00,0.35,3.91,32.03,0.55,DCC-AQ1
2021-09-03 15:00:00,0.36,5.59,37.72,0.56,DCC-AQ1
2021-09-03 16:00:00,0.36,14.41,46.42,0.63,DCC-AQ1
2021-09-03 17:00:00,0.36,4.9,37.24,0.38,DCC-AQ1
2021-09-03 18:00:00,0.35,0.97,28.0,0.3,DCC-AQ1
2021-09-03 19:00:00,0.35,0.59,23.06,0.25,DCC-AQ1
2021-09-03 20:00:00,0.37,0.81,24.63,0.19,DCC-AQ1
2021-09-03 21:00:00,0.36,0.6,25.54,0.24,DCC-AQ1
2021-09-03 22:00:00,0.35,0.53,22.41,0.19,DCC-AQ1
2021-09-03 23:00:00,0.35,0.38,18.46,0.21,DCC-AQ1
2021-09-04 00:00:00,0.35,0.34,15.53,0.27,DCC-AQ1
2021-09-04 01:00:00,0.35,0.16,11.94,0.34,DCC-AQ1
2021-09-04 02:00:00,0.35,0.48,11.09,0.26,DCC-AQ1
2021-09-04 03:00:00,0.36,0.43,12.73,0.25,DCC-AQ1
2021-09-04 04:00:00,0.36,0.92,17.0,0.39,DCC-AQ1
2021-09-04 05:00:00,0.38,4.54,22.74,0.73,DCC-AQ1
2021-09-04 06:00:00,0.4,13.15,23.49,0.95,DCC-AQ1
2021-09-04 07:00:00,0.42,14.82,23.41,1.11,DCC-AQ1
2021-09-04 08:00:00,0.41,10.66,24.18,0.76,DCC-AQ1
2021-09-04 09:00:00,0.42,4.65,21.82,0.54,DCC-AQ1
2021-09-04 10:00:00,0.36,2.22,17.62,0.72,DCC-AQ1
2021-09-04 11:00:00,0.37,1.29,15.15,0.84,DCC-AQ1
2021-09-04 12:00:00,0.39,1.11,16.02,0.71,DCC-AQ1
2021-09-04 13:00:00,0.43,0.88,19.03,0.64,DCC-AQ1
2021-09-04 14:00:00,0.45,1.05,21.86,0.77,DCC-AQ1
2021-09-04 15:00:00,0.46,0.97,23.74,0.66,DCC-AQ1
2021-09-04 16:00:00,0.47,0.85,23.91,0.61,DCC-AQ1
2021-09-04 17:00:00,0.47,0.78,25.36,0.43,DCC-AQ1
2021-09-04 18:00:00,0.48,0.41,24.25,0.5,DCC-AQ1
2021-09-04 19:00:00,0.36,0.65,21.69,0.51,DCC-AQ1
2021-09-04 20:00:00,0.41,0.46,19.82,0.33,DCC-AQ1
2021-09-04 21:00:00,0.43,0.36,20.39,0.48,DCC-AQ1
2021-09-04 22:00:00,0.43,0.34,20.43,0.44,DCC-AQ1
2021-09-04 23:00:00,0.37,0.39,18.29,0.45,DCC-AQ1
2021-09-05 00:00:00,0.35,0.45,16.7,0.47,DCC-AQ1
2021-09-05 01:00:00,0.35,0.14,14.01,0.57,DCC-AQ1
2021-09-05 02:00:00,0.35,0.28,10.19,0.41,DCC-AQ1
2021-09-05 03:00:00,0.35,-0.02,9.34,0.32,DCC-AQ1
2021-09-05 04:00:00,0.35,0.29,10.48,0.53,DCC-AQ1
2021-09-05 05:00:00,0.36,0.4,10.72,0.46,DCC-AQ1
2021-09-05 06:00:00,0.39,0.38,13.4,0.54,DCC-AQ1
2021-09-05 07:00:00,0.41,0.47,14.6,0.34,DCC-AQ1
2021-09-05 08:00:00,0.47,0.88,16.4,0.41,DCC-AQ1
2021-09-05 09:00:00,0.47,0.73,15.13,0.56,DCC-AQ1
2021-09-05 10:00:00,0.47,0.53,13.84,0.82,DCC-AQ1
2021-09-05 11:00:00,0.47,0.72,14.23,0.82,DCC-AQ1
2021-09-05 12:00:00,0.46,0.7,14.33,0.68,DCC-AQ1
2021-09-05 13:00:00,0.46,0.75,15.62,0.66,DCC-AQ1
2021-09-05 14:00:00,0.39,0.46,14.69,0.51,DCC-AQ1
2021-09-05 15:00:00,0.47,0.66,20.05,0.5,DCC-AQ1
2021-09-05 16:00:00,0.47,0.79,22.16,0.44,DCC-AQ1
2021-09-05 17:00:00,0.5,1.67,32.16,0.52,DCC-AQ1
2021-09-05 18:00:00,0.45,1.22,29.21,0.25,DCC-AQ1
2021-09-05 19:00:00,0.37,0.19,17.67,0.21,DCC-AQ1
2021-09-05 20:00:00,0.37,0.14,14.02,0.16,DCC-AQ1
2021-09-05 21:00:00,0.36,0.28,11.6,0.18,DCC-AQ1
2021-09-05 22:00:00,0.35,0.04,9.61,0.12,DCC-AQ1
2021-09-05 23:00:00,0.35,-0.12,8.9,0.2,DCC-AQ1
2021-09-06 00:00:00,0.35,0.2,8.39,0.13,DCC-AQ1
2021-09-06 01:00:00,0.35,0.0,6.99,0.17,DCC-AQ1
2021-09-06 02:00:00,0.35,0.18,7.13,0.19,DCC-AQ1
2021-09-06 03:00:00,0.35,-0.03,10.49,0.17,DCC-AQ1
2021-09-06 04:00:00,0.36,0.68,21.85,0.3,DCC-AQ1
2021-09-06 05:00:00,0.44,19.32,44.25,1.24,DCC-AQ1
2021-09-06 06:00:00,0.47,18.35,46.05,0.7,DCC-AQ1
2021-09-06 07:00:00,0.53,47.99,50.97,1.93,DCC-AQ1
2021-09-06 08:00:00,0.46,23.39,43.98,0.49,DCC-AQ1
2021-09-06 09:00:00,0.36,5.23,33.87,0.55,DCC-AQ1
2021-09-06 10:00:00,0.36,1.88,26.15,0.41,DCC-AQ1
2021-09-06 11:00:00,0.35,1.63,23.31,0.42,DCC-AQ1
2021-09-06 12:00:00,0.38,1.35,21.5,0.51,DCC-AQ1
2021-09-06 13:00:00,0.38,1.86,23.07,0.6,DCC-AQ1
2021-09-06 14:00:00,0.42,2.81,29.72,0.78,DCC-AQ1
2021-09-06 15:00:00,0.41,4.38,35.59,0.5,DCC-AQ1
2021-09-06 16:00:00,0.39,2.91,35.55,0.59,DCC-AQ1
2021-09-06 17:00:00,0.42,3.6,38.78,0.52,DCC-AQ1
2021-09-06 18:00:00,0.44,3.28,39.38,0.43,DCC-AQ1
2021-09-06 19:00:00,0.46,4.31,48.75,0.14,DCC-AQ1
2021-09-06 20:00:00,0.44,8.97,52.01,0.45,DCC-AQ1
2021-09-06 21:00:00,0.38,6.11,46.46,0.22,DCC-AQ1
2021-09-06 22:00:00,0.43,3.04,40.83,0.35,DCC-AQ1
2021-09-06 23:00:00,0.36,2.25,35.18,0.22,DCC-AQ1
2021-09-07 00:00:00,0.38,2.26,39.04,0.33,DCC-AQ1
2021-09-07 01:00:00,0.37,4.95,46.0,0.54,DCC-AQ1
2021-09-07 02:00:00,0.35,1.67,22.59,0.3,DCC-AQ1
2021-09-07 03:00:00,0.35,0.79,13.0,0.33,DCC-AQ1
2021-09-07 04:00:00,0.35,0.7,13.66,0.16,DCC-AQ1
2021-09-07 05:00:00,0.39,4.27,22.06,0.53,DCC-AQ1
2021-09-07 06:00:00,0.47,32.51,34.05,1.7,DCC-AQ1
2021-09-07 07:00:00,0.47,47.83,40.41,1.72,DCC-AQ1
2021-09-07 08:00:00,0.39,23.06,37.99,0.54,DCC-AQ1
2021-09-07 09:00:00,0.41,24.28,44.22,1.42,DCC-AQ1
2021-09-07 10:00:00,0.44,27.01,51.67,3.41,DCC-AQ1
2021-09-07 11:00:00,0.43,22.45,54.26,4.5,DCC-AQ1
2021-09-07 12:00:00,0.38,20.9,51.69,3.93,DCC-AQ1
2021-09-07 13:00:00,0.41,11.68,49.74,3.55,DCC-AQ1
2021-09-07 14:00:00,0.46,22.06,53.6,5.94,DCC-AQ1
2021-09-07 15:00:00,0.45,8.53,41.43,2.72,DCC-AQ1
2021-09-07 16:00:00,0.45,5.76,45.69,1.64,DCC-AQ1
2021-09-07 17:00:00,0.43,12.2,56.07,2.2,DCC-AQ1
2021-09-07 18:00:00,0.47,9.24,52.02,1.7,DCC-AQ1
2021-09-07 19:00:00,0.48,3.79,45.44,0.83,DCC-AQ1
2021-09-07 20:00:00,0.47,1.52,36.67,0.72,DCC-AQ1
2021-09-07 21:00:00,0.47,1.16,35.35,0.68,DCC-AQ1
2021-09-07 22:00:00,0.47,0.85,30.13,0.77,DCC-AQ1
2021-09-07 23:00:00,0.38,0.59,19.85,0.76,DCC-AQ1
2021-09-08 00:00:00,0.37,0.44,18.33,0.84,DCC-AQ1
2021-09-08 01:00:00,0.36,0.28,16.28,0.81,DCC-AQ1
2021-09-08 02:00:00,0.35,0.31,12.18,0.87,DCC-AQ1
2021-09-08 03:00:00,0.35,0.28,12.65,0.84,DCC-AQ1
2021-09-08 04:00:00,0.36,0.53,20.27,0.94,DCC-AQ1
2021-09-08 05:00:00,0.42,3.75,37.73,1.1,DCC-AQ1
2021-09-08 06:00:00,0.48,9.2,40.85,1.21,DCC-AQ1
2021-09-08 07:00:00,0.53,30.1,52.67,2.19,DCC-AQ1
2021-09-08 08:00:00,0.53,37.13,54.02,2.13,DCC-AQ1
2021-09-08 09:00:00,0.56,37.06,56.98,2.44,DCC-AQ1
2021-09-08 10:00:00,0.47,15.53,51.14,2.31,DCC-AQ1
2021-09-08 11:00:00,0.46,5.48,44.43,2.68,DCC-AQ1
2021-09-08 12:00:00,0.47,1.81,38.91,2.13,DCC-AQ1
2021-09-08 13:00:00,0.47,2.25,38.83,1.94,DCC-AQ1
2021-09-08 14:00:00,0.48,2.53,39.07,2.09,DCC-AQ1
2021-09-08 15:00:00,0.5,4.12,44.11,2.01,DCC-AQ1
2021-09-08 16:00:00,0.47,3.31,41.51,1.79,DCC-AQ1
2021-09-08 17:00:00,0.47,1.29,37.43,1.69,DCC-AQ1
2021-09-08 18:00:00,0.48,1.22,37.56,1.55,DCC-AQ1
2021-09-08 19:00:00,0.47,1.0,33.99,1.36,DCC-AQ1
2021-09-08 20:00:00,0.47,1.22,30.19,1.45,DCC-AQ1
2021-09-08 21:00:00,0.47,1.79,37.04,1.38,DCC-AQ1
2021-09-08 22:00:00,0.45,2.34,31.79,1.43,DCC-AQ1
2021-09-08 23:00:00,0.47,1.81,28.09,1.4,DCC-AQ1
2021-09-09 00:00:00,0.47,1.55,24.68,1.38,DCC-AQ1
2021-09-09 01:00:00,0.46,1.52,23.97,1.38,DCC-AQ1
2021-09-09 02:00:00,0.46,1.34,19.31,1.27,DCC-AQ1
2021-09-09 03:00:00,0.46,2.25,23.25,1.57,DCC-AQ1
2021-09-09 04:00:00,0.46,5.88,29.58,1.79,DCC-AQ1
2021-09-09 05:00:00,0.46,7.52,30.26,1.85,DCC-AQ1
2021-09-09 06:00:00,0.47,37.21,39.52,3.09,DCC-AQ1
2021-09-09 07:00:00,0.49,42.21,28.96,2.47,DCC-AQ1
2021-09-09 08:00:00,0.47,40.31,31.19,2.46,DCC-AQ1
2021-09-09 09:00:00,0.47,25.58,26.41,2.04,DCC-AQ1
2021-09-09 10:00:00,0.46,18.03,25.22,1.89,DCC-AQ1
2021-09-09 11:00:00,0.41,16.75,26.75,2.1,DCC-AQ1
2021-09-09 12:00:00,0.37,9.84,28.48,2.05,DCC-AQ1
2021-09-09 13:00:00,0.44,8.99,30.33,2.01,DCC-AQ1
2021-09-09 14:00:00,0.46,29.64,38.81,3.03,DCC-AQ1
2021-09-09 15:00:00,0.47,39.15,37.94,2.52,DCC-AQ1
2021-09-09 16:00:00,0.48,28.16,35.42,2.24,DCC-AQ1
2021-09-09 17:00:00,0.47,15.01,33.47,2.14,DCC-AQ1
2021-09-09 18:00:00,0.47,12.84,33.13,1.93,DCC-AQ1
2021-09-09 19:00:00,0.47,10.93,30.08,1.78,DCC-AQ1
2021-09-09 20:00:00,0.47,24.58,34.96,2.26,DCC-AQ1
2021-09-09 21:00:00,0.47,29.45,32.43,2.66,DCC-AQ1
2021-09-09 22:00:00,0.47,20.74,27.77,2.12,DCC-AQ1
2021-09-09 23:00:00,0.47,19.06,25.23,2.2,DCC-AQ1
2021-09-10 00:00:00,0.47,14.24,23.96,2.11,DCC-AQ1
2021-09-10 01:00:00,0.47,17.02,23.13,2.44,DCC-AQ1
2021-09-10 02:00:00,0.47,24.71,24.14,2.59,DCC-AQ1
2021-09-10 03:00:00,0.44,16.16,19.38,2.26,DCC-AQ1
2021-09-10 04:00:00,0.43,18.11,19.61,2.36,DCC-AQ1
2021-09-10 05:00:00,0.48,31.23,22.38,3.08,DCC-AQ1
2021-09-10 06:00:00,0.46,38.84,24.49,2.95,DCC-AQ1
