datetime,co,no,no2,so2,serial_number
2021-09-10 07:00:00,0.44,26.71,29.69,2.46,DCC-AQ1
2021-09-10 08:00:00,0.42,21.67,26.22,2.29,DCC-AQ1
2021-09-10 09:00:00,0.38,13.94,19.82,2.17,DCC-AQ1
2021-09-10 10:00:00,0.39,9.98,20.09,2.09,DCC-AQ1
2021-09-10 11:00:00,0.4,4.41,23.09,2.0,DCC-AQ1
2021-09-10 12:00:00,0.41,2.25,22.82,1.94,DCC-AQ1
2021-09-10 13:00:00,0.42,3.43,23.75,1.97,DCC-AQ1
2021-09-10 14:00:00,0.47,5.15,27.67,2.06,DCC-AQ1
2021-09-10 15:00:00,0.46,5.23,30.83,1.99,DCC-AQ1
2021-09-10 16:00:00,0.44,4.15,30.96,1.85,DCC-AQ1
2021-09-10 17:00:00,0.36,1.98,24.19,1.65,DCC-AQ1
2021-09-10 18:00:00,0.38,2.04,22.16,1.71,DCC-AQ1
2021-09-10 19:00:00,0.36,1.66,19.47,1.63,DCC-AQ1
2021-09-10 20:00:00,0.38,1.55,16.47,1.39,DCC-AQ1
2021-09-10 21:00:00,0.36,1.63,17.33,1.31,DCC-AQ1
2021-09-10 22:00:00,0.35,1.46,15.89,1.36,DCC-AQ1
2021-09-10 23:00:00,0.35,1.0,15.8,1.49,DCC-AQ1
2021-09-11 00:00:00,0.36,0.73,13.21,1.29,DCC-AQ1
2021-09-11 01:00:00,0.35,0.47,9.97,1.4,DCC-AQ1
2021-09-11 02:00:00,0.35,0.56,9.12,1.39,DCC-AQ1
2021-09-11 03:00:00,0.36,0.43,9.49,1.42,DCC-AQ1
2021-09-11 04:00:00,0.35,0.43,9.71,1.29,DCC-AQ1
2021-09-11 05:00:00,0.35,0.61,12.44,1.37,DCC-AQ1
2021-09-11 06:00:00,0.36,11.93,21.56,1.32,DCC-AQ1
2021-09-11 07:00:00,0.36,1.24,17.31,1.27,DCC-AQ1
2021-09-11 08:00:00,0.35,1.42,15.88,1.36,DCC-AQ1
2021-09-11 09:00:00,0.35,1.36,14.85,1.46,DCC-AQ1
2021-09-11 10:00:00,0.36,1.23,13.87,1.45,DCC-AQ1
2021-09-11 11:00:00,0.35,1.65,15.0,1.52,DCC-AQ1
2021-09-11 12:00:00,0.35,1.72,18.55,1.42,DCC-AQ1
2021-09-11 13:00:00,0.37,2.21,21.27,1.5,DCC-AQ1
2021-09-11 14:00:00,0.35,1.39,19.44,1.59,DCC-AQ1
2021-09-11 15:00:00,0.35,1.25,18.49,1.37,DCC-AQ1
2021-09-11 16:00:00,0.35,0.85,15.03,1.3,DCC-AQ1
2021-09-11 17:00:00,0.35,1.08,16.26,1.35,DCC-AQ1
2021-09-11 18:00:00,0.35,0.88,19.21,1.25,DCC-AQ1
2021-09-11 19:00:00,0.35,0.7,20.91,1.32,DCC-AQ1
2021-09-11 20:00:00,0.36,1.53,23.91,1.34,DCC-AQ1
2021-09-11 21:00:00,0.35,0.99,21.09,1.2,DCC-AQ1
2021-09-11 22:00:00,0.35,0.72,16.07,1.15,DCC-AQ1
2021-09-11 23:00:00,0.35,0.8,15.12,1.0,DCC-AQ1
2021-09-12 00:00:00,0.35,0.65,13.54,1.05,DCC-AQ1
2021-09-12 01:00:00,0.35,0.5,13.1,1.15,DCC-AQ1
2021-09-12 02:00:00,0.36,0.54,11.28,0.99,DCC-AQ1
2021-09-12 03:00:00,0.35,0.48,8.87,1.12,DCC-AQ1
2021-09-12 04:00:00,0.35,0.64,8.1,1.09,DCC-AQ1
2021-09-12 05:00:00,0.35,0.93,9.84,1.36,DCC-AQ1
2021-09-12 06:00:00,0.35,2.0,13.74,1.32,DCC-AQ1
2021-09-12 07:00:00,0.35,0.61,12.93,1.19,DCC-AQ1
2021-09-12 08:00:00,0.35,0.66,12.74,1.18,DCC-AQ1
2021-09-12 09:00:00,0.35,0.5,12.04,1.21,DCC-AQ1
2021-09-12 10:00:00,0.35,0.46,11.89,1.3,DCC-AQ1
2021-09-12 11:00:00,0.35,0.92,15.29,1.31,DCC-AQ1
2021-09-12 12:00:00,0.35,1.21,18.97,1.46,DCC-AQ1
2021-09-12 13:00:00,0.35,0.83,16.7,1.33,DCC-AQ1
2021-09-12 14:00:00,0.35,0.32,13.55,1.35,DCC-AQ1
2021-09-12 15:00:00,0.35,0.54,12.94,1.35,DCC-AQ1
2021-09-12 16:00:00,0.35,0.35,13.0,1.31,DCC-AQ1
2021-09-12 17:00:00,0.35,0.33,14.78,1.36,DCC-AQ1
2021-09-12 18:00:00,0.35,0.16,13.02,1.46,DCC-AQ1
2021-09-12 19:00:00,0.35,0.3,13.89,1.17,DCC-AQ1
2021-09-12 20:00:00,0.35,-0.19,14.27,1.26,DCC-AQ1
2021-09-12 21:00:00,0.35,0.21,16.57,1.2,DCC-AQ1
2021-09-12 22:00:00,0.37,0.32,18.5,1.16,DCC-AQ1
2021-09-27 22:00:00,0.24,1.91,8.79,2.62,DCC-AQ1
2021-09-27 23:00:00,0.24,1.52,4.3,2.18,DCC-AQ1
2021-09-28 00:00:00,0.24,1.37,1.28,2.73,DCC-AQ1
2021-09-28 01:00:00,0.24,1.17,2.11,2.72,DCC-AQ1
2021-09-28 02:00:00,0.24,1.25,2.93,2.74,DCC-AQ1
2021-09-28 03:00:00,0.24,1.14,5.55,2.73,DCC-AQ1
2021-09-28 04:00:00,0.24,2.54,14.85,2.92,DCC-AQ1
2021-09-28 05:00:00,0.25,7.69,28.91,3.0,DCC-AQ1
2021-09-28 06:00:00,0.25,6.56,28.96,3.18,DCC-AQ1
2021-09-28 07:00:00,0.25,6.02,26.35,3.12,DCC-AQ1
2021-09-28 08:00:00,0.29,8.19,29.81,3.44,DCC-AQ1
2021-09-28 09:00:00,0.24,7.9,20.75,3.34,DCC-AQ1
2021-09-28 10:00:00,0.25,5.7,14.78,2.92,DCC-AQ1
2021-09-28 11:00:00,0.24,5.58,15.6,3.01,DCC-AQ1
2021-09-28 12:00:00,0.26,5.3,10.5,3.36,DCC-AQ1
2021-09-28 13:00:00,0.24,4.35,11.55,3.38,DCC-AQ1
2021-09-28 14:00:00,0.26,5.6,19.41,3.41,DCC-AQ1
2021-09-28 15:00:00,0.26,6.31,18.95,3.49,DCC-AQ1
2021-09-28 16:00:00,0.29,8.33,23.26,3.62,DCC-AQ1
2021-09-28 17:00:00,0.25,4.59,21.55,3.55,DCC-AQ1
2021-09-28 18:00:00,0.29,3.72,25.56,3.23,DCC-AQ1
2021-09-28 19:00:00,0.3,2.35,21.27,3.25,DCC-AQ1
2021-09-28 20:00:00,0.24,2.22,14.96,3.19,DCC-AQ1
2021-09-28 21:00:00,0.24,1.56,9.27,3.08,DCC-AQ1
2021-09-28 22:00:00,0.24,1.86,8.89,2.99,DCC-AQ1
2021-09-28 23:00:00,0.24,1.34,7.74,2.96,DCC-AQ1
2021-09-29 00:00:00,0.24,1.29,5.21,2.94,DCC-AQ1
2021-09-29 01:00:00,0.24,1.26,6.28,2.92,DCC-AQ1
2021-09-29 02:00:00,0.24,1.08,7.46,2.87,DCC-AQ1
2021-09-29 03:00:00,0.24,1.36,5.5,2.92,DCC-AQ1
2021-09-29 04:00:00,0.24,1.68,8.3,3.03,DCC-AQ1
2021-09-29 05:00:00,0.24,3.21,16.95,2.92,DCC-AQ1
2021-09-29 06:00:00,0.27,8.36,29.2,2.95,DCC-AQ1
2021-09-29 07:00:00,0.29,11.24,31.49,3.1,DCC-AQ1
2021-09-29 08:00:00,0.24,9.07,21.14,3.07,DCC-AQ1
2021-09-29 09:00:00,0.24,7.89,15.41,3.09,DCC-AQ1
2021-09-29 10:00:00,0.24,6.25,13.03,3.22,DCC-AQ1
2021-09-29 11:00:00,0.24,7.31,15.05,3.24,DCC-AQ1
2021-09-29 12:00:00,0.24,4.61,11.95,2.94,DCC-AQ1
2021-09-29 13:00:00,0.25,5.31,13.83,3.1,DCC-AQ1
2021-09-29 14:00:00,0.25,6.13,16.28,3.25,DCC-AQ1
2021-09-29 15:00:00,0.27,5.08,14.85,3.08,DCC-AQ1
2021-09-29 16:00:00,0.32,7.14,20.0,3.21,DCC-AQ1
2021-09-29 17:00:00,0.27,4.42,21.3,3.02,DCC-AQ1
2021-09-29 18:00:00,0.27,4.6,24.28,2.96,DCC-AQ1
2021-09-29 19:00:00,0.29,4.03,23.65,3.04,DCC-AQ1
2021-09-29 20:00:00,0.24,3.01,14.35,2.93,DCC-AQ1
2021-09-29 21:00:00,0.24,1.99,8.42,2.45,DCC-AQ1
2021-09-29 22:00:00,0.24,1.86,4.69,2.94,DCC-AQ1
2021-09-29 23:00:00,0.24,1.37,3.61,3.14,DCC-AQ1
2021-09-30 00:00:00,0.24,1.29,1.76,3.28,DCC-AQ1
2021-09-30 01:00:00,0.24,1.01,0.12,3.26,DCC-AQ1
2021-09-30 02:00:00,0.24,0.95,0.64,3.41,DCC-AQ1
2021-09-30 03:00:00,0.24,1.07,1.35,3.39,DCC-AQ1
2021-09-30 04:00:00,0.24,1.51,2.08,3.51,DCC-AQ1
2021-09-30 05:00:00,0.24,2.14,5.79,3.63,DCC-AQ1
2021-09-30 06:00:00,0.24,3.19,11.01,3.62,DCC-AQ1
2021-09-30 07:00:00,0.26,3.95,16.23,3.7,DCC-AQ1
2021-09-30 08:00:00,0.24,3.86,12.87,3.91,DCC-AQ1
2021-09-30 09:00:00,0.28,5.8,18.97,3.93,DCC-AQ1
2021-09-30 10:00:00,0.24,4.09,13.57,3.78,DCC-AQ1
2021-09-30 11:00:00,0.24,4.8,13.43,3.91,DCC-AQ1
2021-09-30 12:00:00,0.26,4.99,14.8,3.91,DCC-AQ1
2021-09-30 13:00:00,0.24,3.68,12.1,3.93,DCC-AQ1
2021-09-30 14:00:00,0.25,4.85,14.21,3.93,DCC-AQ1
2021-09-30 15:00:00,0.3,4.85,14.38,4.16,DCC-AQ1
2021-09-30 16:00:00,0.36,6.29,20.84,4.25,DCC-AQ1
2021-09-30 17:00:00,0.35,7.37,25.78,4.43,DCC-AQ1
2021-09-30 18:00:00,0.29,4.69,15.02,4.48,DCC-AQ1
2021-09-30 19:00:00,0.24,2.15,6.93,4.42,DCC-AQ1
2021-09-30 20:00:00,0.24,1.69,4.12,4.41,DCC-AQ1
2021-09-30 21:00:00,0.24,1.51,3.63,4.43,DCC-AQ1
2021-09-30 22:00:00,0.24,1.82,6.58,4.43,DCC-AQ1
2021-09-30 23:00:00,0.24,1.54,4.05,4.6,DCC-AQ1
2021-10-01 00:00:00,0.24,1.21,1.21,4.45,DCC-AQ1
2021-10-01 01:00:00,0.24,1.03,0.67,4.6,DCC-AQ1
2021-10-01 02:00:00,0.24,1.3,1.09,4.58,DCC-AQ1
2021-10-01 03:00:00,0.24,1.29,1.66,4.7,DCC-AQ1
2021-10-01 04:00:00,0.24,1.39,2.8,4.71,DCC-AQ1
2021-10-01 05:00:00,0.24,2.11,10.39,4.61,DCC-AQ1
2021-10-01 06:00:00,0.28,3.47,21.21,4.62,DCC-AQ1
2021-10-01 07:00:00,0.24,4.92,23.8,4.87,DCC-AQ1
2021-10-01 08:00:00,0.25,6.17,16.72,4.8,DCC-AQ1
2021-10-01 09:00:00,0.24,4.54,9.83,4.8,DCC-AQ1
2021-10-01 10:00:00,0.24,4.76,8.4,5.32,DCC-AQ1
2021-10-01 11:00:00,0.24,4.64,7.61,5.08,DCC-AQ1
2021-10-01 12:00:00,0.24,5.18,9.34,5.09,DCC-AQ1
2021-10-01 13:00:00,0.24,4.97,10.27,5.18,DCC-AQ1
2021-10-01 14:00:00,0.27,7.08,14.95,5.07,DCC-AQ1
2021-10-01 15:00:00,0.29,4.71,9.77,4.99,DCC-AQ1
2021-10-01 16:00:00,0.37,9.63,22.97,5.11,DCC-AQ1
2021-10-01 17:00:00,0.27,3.02,17.25,4.76,DCC-AQ1
2021-10-01 18:00:00,0.31,3.51,20.84,4.81,DCC-AQ1
2021-10-01 19:00:00,0.32,5.14,25.62,4.89,DCC-AQ1
2021-10-01 20:00:00,0.33,3.66,18.89,4.84,DCC-AQ1
2021-10-01 21:00:00,0.28,3.41,18.13,4.95,DCC-AQ1
2021-10-01 22:00:00,0.25,3.34,13.72,5.11,DCC-AQ1
2021-10-01 23:00:00,0.24,2.21,10.98,5.15,DCC-AQ1
2021-10-02 00:00:00,0.24,1.75,8.31,5.19,DCC-AQ1
2021-10-02 01:00:00,0.24,1.48,7.19,5.24,DCC-AQ1
2021-10-02 02:00:00,0.24,1.55,6.57,5.46,DCC-AQ1
2021-10-02 03:00:00,0.24,1.16,2.44,5.5,DCC-AQ1
2021-10-02 04:00:00,0.24,1.53,6.68,5.41,DCC-AQ1
2021-10-02 05:00:00,0.24,1.82,13.24,5.66,DCC-AQ1
2021-10-02 06:00:00,0.26,1.94,14.39,5.77,DCC-AQ1
2021-10-02 07:00:00,0.35,4.76,26.02,6.23,DCC-AQ1
2021-10-02 08:00:00,0.24,3.49,13.66,6.24,DCC-AQ1
2021-10-02 09:00:00,0.24,2.92,10.19,6.27,DCC-AQ1
2021-10-02 10:00:00,0.24,2.86,9.85,6.14,DCC-AQ1
2021-10-02 11:00:00,0.24,4.04,8.84,6.16,DCC-AQ1
2021-10-02 12:00:00,0.24,5.11,13.74,6.52,DCC-AQ1
2021-10-02 13:00:00,0.25,3.84,9.92,6.7,DCC-AQ1
2021-10-02 14:00:00,0.24,3.58,10.38,6.79,DCC-AQ1
2021-10-02 15:00:00,0.24,3.76,12.48,6.77,DCC-AQ1
2021-10-02 16:00:00,0.24,2.88,12.45,6.63,DCC-AQ1
2021-10-02 17:00:00,0.27,2.71,18.1,6.51,DCC-AQ1
2021-10-02 18:00:00,0.26,2.3,14.8,6.57,DCC-AQ1
2021-10-02 19:00:00,0.35,2.38,19.24,6.68,DCC-AQ1
2021-10-02 20:00:00,0.33,2.12,14.45,6.73,DCC-AQ1
2021-10-02 21:00:00,0.25,2.36,9.52,6.74,DCC-AQ1
2021-10-02 22:00:00,0.24,2.09,6.87,6.71,DCC-AQ1
2021-10-02 23:00:00,0.24,1.81,3.83,6.63,DCC-AQ1
2021-10-03 00:00:00,0.24,1.86,3.47,6.61,DCC-AQ1
2021-10-03 01:00:00,0.24,1.46,1.69,6.77,DCC-AQ1
2021-10-03 02:00:00,0.24,1.31,0.53,6.68,DCC-AQ1
2021-10-03 03:00:00,0.24,1.16,-0.08,6.8,DCC-AQ1
2021-10-03 04:00:00,0.24,1.39,0.08,6.82,DCC-AQ1
2021-10-03 05:00:00,0.24,1.61,1.13,6.99,DCC-AQ1
2021-10-03 06:00:00,0.24,1.47,1.76,6.63,DCC-AQ1
2021-10-03 07:00:00,0.24,1.8,2.63,6.66,DCC-AQ1
2021-10-03 08:00:00,0.24,1.92,2.97,6.86,DCC-AQ1
2021-10-03 09:00:00,0.24,2.77,5.23,6.76,DCC-AQ1
2021-10-03 10:00:00,0.24,3.04,5.65,6.71,DCC-AQ1
2021-10-03 11:00:00,0.24,2.98,6.57,6.68,DCC-AQ1
2021-10-03 12:00:00,0.24,3.14,6.32,6.65,DCC-AQ1
2021-10-03 13:00:00,0.25,2.85,5.19,6.66,DCC-AQ1
2021-10-03 14:00:00,0.33,3.53,11.06,6.47,DCC-AQ1
2021-10-03 15:00:00,0.32,2.93,8.61,6.18,DCC-AQ1
2021-10-03 16:00:00,0.33,2.68,12.12,6.02,DCC-AQ1
2021-10-03 17:00:00,0.33,4.57,18.27,6.21,DCC-AQ1
2021-10-03 18:00:00,0.34,1.95,11.73,6.11,DCC-AQ1
2021-10-03 19:00:00,0.33,2.31,11.46,6.11,DCC-AQ1
2021-10-03 20:00:00,0.3,2.21,9.62,6.08,DCC-AQ1
2021-10-03 21:00:00,0.29,1.32,6.54,6.01,DCC-AQ1
2021-10-03 22:00:00,0.24,1.84,4.08,6.0,DCC-AQ1
2021-10-03 23:00:00,0.24,1.55,3.36,6.11,DCC-AQ1
2021-10-04 00:00:00,0.24,1.17,1.41,6.05,DCC-AQ1
2021-10-04 01:00:00,0.24,1.09,0.96,6.05,DCC-AQ1
2021-10-04 02:00:00,0.24,1.37,1.29,6.06,DCC-AQ1
2021-10-04 03:00:00,0.24,1.54,2.05,5.97,DCC-AQ1
2021-10-04 04:00:00,0.24,1.38,4.55,6.12,DCC-AQ1
2021-10-04 05:00:00,0.24,2.96,12.98,5.95,DCC-AQ1
2021-10-04 06:00:00,0.27,6.98,27.67,6.26,DCC-AQ1
2021-10-04 07:00:00,0.32,8.48,30.25,6.41,DCC-AQ1
2021-10-04 08:00:00,0.28,10.26,27.64,6.43,DCC-AQ1
2021-10-04 09:00:00,0.24,7.0,17.56,6.6,DCC-AQ1
2021-10-04 10:00:00,0.24,6.49,16.43,6.52,DCC-AQ1
2021-10-04 11:00:00,0.25,6.87,15.45,6.54,DCC-AQ1
2021-10-04 12:00:00,0.24,5.28,13.42,6.75,DCC-AQ1
2021-10-04 13:00:00,0.24,5.53,12.94,6.61,DCC-AQ1
2021-10-04 14:00:00,0.26,6.44,16.43,6.82,DCC-AQ1
2021-10-04 15:00:00,0.33,8.78,22.82,6.87,DCC-AQ1
2021-10-04 16:00:00,0.35,7.42,26.35,6.93,DCC-AQ1
2021-10-04 17:00:00,0.35,3.07,25.78,6.78,DCC-AQ1
2021-10-04 18:00:00,0.36,2.91,23.44,6.66,DCC-AQ1
2021-10-04 19:00:00,0.36,2.13,22.25,6.76,DCC-AQ1
2021-10-04 20:00:00,0.35,3.4,24.39,6.89,DCC-AQ1
2021-10-04 21:00:00,0.27,1.65,14.32,6.75,DCC-AQ1
2021-10-04 22:00:00,0.26,1.88,9.77,6.73,DCC-AQ1
2021-10-04 23:00:00,0.24,1.4,5.91,6.81,DCC-AQ1
2021-10-05 00:00:00,0.24,1.15,3.38,6.67,DCC-AQ1
2021-10-05 01:00:00,0.24,1.34,2.84,6.9,DCC-AQ1
2021-10-05 02:00:00,0.24,1.22,2.34,6.66,DCC-AQ1
2021-10-05 03:00:00,0.24,1.64,2.8,6.7,DCC-AQ1
2021-10-05 04:00:00,0.24,1.84,5.4,6.63,DCC-AQ1
2021-10-05 05:00:00,0.24,6.04,25.32,6.77,DCC-AQ1
2021-10-05 06:00:00,0.27,10.34,34.53,7.07,DCC-AQ1
2021-10-05 07:00:00,0.32,12.87,32.52,7.18,DCC-AQ1
2021-10-05 08:00:00,0.27,9.56,22.34,6.96,DCC-AQ1
2021-10-05 09:00:00,0.24,7.36,14.34,6.81,DCC-AQ1
2021-10-05 10:00:00,0.24,8.01,14.93,6.91,DCC-AQ1
2021-10-05 11:00:00,0.24,6.08,12.66,6.78,DCC-AQ1
2021-10-05 12:00:00,0.25,7.72,14.97,6.78,DCC-AQ1
2021-10-05 13:00:00,0.24,5.6,9.77,6.6,DCC-AQ1
2021-10-05 14:00:00,0.26,5.95,11.5,6.68,DCC-AQ1
2021-10-05 15:00:00,0.29,6.16,13.02,6.67,DCC-AQ1
2021-10-05 16:00:00,0.32,5.79,14.63,6.59,DCC-AQ1
2021-10-05 17:00:00,0.26,4.41,18.8,6.37,DCC-AQ1
2021-10-05 18:00:00,0.28,3.92,26.56,6.44,DCC-AQ1
2021-10-05 19:00:00,0.3,2.76,24.96,6.34,DCC-AQ1
2021-10-05 20:00:00,0.31,2.22,20.97,6.13,DCC-AQ1
2021-10-05 21:00:00,0.33,2.5,18.36,6.09,DCC-AQ1
2021-10-05 22:00:00,0.34,2.04,18.73,6.1,DCC-AQ1
2021-10-05 23:00:00,0.32,1.47,14.92,6.07,DCC-AQ1
2021-10-06 00:00:00,0.28,1.45,13.56,5.95,DCC-AQ1
2021-10-06 01:00:00,0.25,1.19,7.3,5.93,DCC-AQ1
2021-10-06 02:00:00,0.26,1.22,9.59,6.08,DCC-AQ1
2021-10-06 03:00:00,0.25,1.82,8.14,6.3,DCC-AQ1
2021-10-06 04:00:00,0.27,2.17,18.24,6.29,DCC-AQ1
2021-10-06 05:00:00,0.3,6.57,35.76,6.41,DCC-AQ1
2021-10-06 06:00:00,0.44,23.78,48.84,7.29,DCC-AQ1
2021-10-06 07:00:00,0.5,47.72,51.03,8.32,DCC-AQ1
2021-10-06 08:00:00,0.5,44.09,48.66,8.5,DCC-AQ1
2021-10-06 09:00:00,0.35,15.29,32.28,7.23,DCC-AQ1
2021-10-06 10:00:00,0.27,8.17,22.78,6.91,DCC-AQ1
2021-10-06 11:00:00,0.28,4.86,16.08,6.77,DCC-AQ1
2021-10-06 12:00:00,0.36,5.48,20.98,6.88,DCC-AQ1
2021-10-06 13:00:00,0.38,9.95,35.75,7.18,DCC-AQ1
2021-10-06 14:00:00,0.44,22.23,49.28,7.66,DCC-AQ1
2021-10-06 15:00:00,0.37,7.47,19.63,7.05,DCC-AQ1
2021-10-06 16:00:00,0.34,5.77,14.74,7.01,DCC-AQ1
2021-10-06 17:00:00,0.31,4.47,14.48,6.88,DCC-AQ1
2021-10-06 18:00:00,0.35,2.82,20.57,6.86,DCC-AQ1
2021-10-06 19:00:00,0.31,3.75,19.09,6.96,DCC-AQ1
2021-10-06 20:00:00,0.24,2.26,7.06,7.0,DCC-AQ1
2021-10-06 21:00:00,0.24,1.98,3.21,6.68,DCC-AQ1
2021-10-06 22:00:00,0.24,2.12,2.88,6.65,DCC-AQ1
2021-10-06 23:00:00,0.24,2.15,3.69,6.62,DCC-AQ1
2021-10-07 00:00:00,0.24,2.15,4.58,6.69,DCC-AQ1
2021-10-07 01:00:00,0.24,2.22,7.24,6.94,DCC-AQ1
2021-10-07 02:00:00,0.24,1.55,3.16,6.79,DCC-AQ1
2021-10-07 03:00:00,0.24,1.72,1.37,6.84,DCC-AQ1
2021-10-07 04:00:00,0.24,2.37,3.21,6.65,DCC-AQ1
2021-10-07 05:00:00,0.26,7.74,15.58,5.55,DCC-AQ1
2021-10-07 06:00:00,0.31,13.66,22.72,5.68,DCC-AQ1
2021-10-07 07:00:00,0.36,23.57,27.05,5.57,DCC-AQ1
2021-10-07 08:00:00,0.4,20.01,23.52,5.12,DCC-AQ1
2021-10-07 09:00:00,0.25,9.45,12.35,4.6,DCC-AQ1
2021-10-07 10:00:00,0.24,7.06,10.41,4.37,DCC-AQ1
2021-10-07 11:00:00,0.25,7.12,8.48,4.38,DCC-AQ1
2021-10-07 12:00:00,0.25,7.56,8.9,4.3,DCC-AQ1
2021-10-07 13:00:00,0.27,9.5,11.72,4.4,DCC-AQ1
2021-10-07 14:00:00,0.27,9.42,10.84,4.38,DCC-AQ1
2021-10-07 15:00:00,0.28,11.28,12.89,4.53,DCC-AQ1
2021-10-07 16:00:00,0.33,9.01,14.22,4.41,DCC-AQ1
2021-10-07 17:00:00,0.31,7.13,13.46,4.41,DCC-AQ1
2021-10-07 18:00:00,0.25,3.23,7.65,4.1,DCC-AQ1
2021-10-07 19:00:00,0.26,2.21,8.61,3.9,DCC-AQ1
2021-10-07 20:00:00,0.3,2.2,6.76,4.1,DCC-AQ1
2021-10-07 21:00:00,0.28,1.82,6.33,4.29,DCC-AQ1
2021-10-07 22:00:00,0.29,2.53,10.33,4.1,DCC-AQ1
2021-10-07 23:00:00,0.25,1.84,7.46,4.16,DCC-AQ1
2021-10-08 00:00:00,0.33,12.04,36.82,4.73,DCC-AQ1
2021-10-08 01:00:00,0.34,5.93,21.78,4.31,DCC-AQ1
2021-10-08 02:00:00,0.36,1.44,12.1,4.14,DCC-AQ1
2021-10-08 03:00:00,0.34,2.08,8.31,4.19,DCC-AQ1
2021-10-08 04:00:00,0.35,5.11,32.72,4.36,DCC-AQ1
2021-10-08 05:00:00,0.37,12.33,44.06,4.59,DCC-AQ1
2021-10-08 06:00:00,0.48,43.83,54.31,6.22,DCC-AQ1
2021-10-08 07:00:00,0.43,18.37,48.3,5.28,DCC-AQ1
2021-10-08 08:00:00,0.4,13.61,49.37,5.21,DCC-AQ1
2021-10-08 09:00:00,0.35,9.79,31.08,5.64,DCC-AQ1
2021-10-08 10:00:00,0.35,10.25,25.79,5.72,DCC-AQ1
2021-10-08 11:00:00,0.36,12.3,34.6,4.87,DCC-AQ1
2021-10-08 12:00:00,0.33,8.83,22.56,4.33,DCC-AQ1
2021-10-08 13:00:00,0.35,6.67,19.95,4.22,DCC-AQ1
2021-10-08 14:00:00,0.34,9.84,20.28,4.31,DCC-AQ1
2021-10-08 15:00:00,0.34,12.79,25.37,4.71,DCC-AQ1
2021-10-08 16:00:00,0.36,5.41,19.65,4.39,DCC-AQ1
2021-10-08 17:00:00,0.36,4.7,19.52,4.29,DCC-AQ1
2021-10-08 18:00:00,0.39,6.24,27.77,4.34,DCC-AQ1
2021-10-08 19:00:00,0.38,4.95,25.89,4.24,DCC-AQ1
2021-10-08 20:00:00,0.35,3.09,17.15,4.24,DCC-AQ1
2021-10-08 21:00:00,0.31,2.18,10.14,4.17,DCC-AQ1
2021-10-08 22:00:00,0.3,2.31,9.17,4.04,DCC-AQ1
2021-10-08 23:00:00,0.24,1.97,6.74,4.17,DCC-AQ1
2021-10-09 00:00:00,0.24,2.07,9.48,4.09,DCC-AQ1
2021-10-09 01:00:00,0.24,1.28,3.17,4.29,DCC-AQ1
2021-10-09 02:00:00,0.24,1.23,2.48,4.23,DCC-AQ1
2021-10-09 03:00:00,0.24,1.21,2.8,4.21,DCC-AQ1
2021-10-09 04:00:00,0.25,1.32,4.83,4.29,DCC-AQ1
2021-10-09 05:00:00,0.33,2.05,20.75,4.39,DCC-AQ1
2021-10-09 06:00:00,0.37,6.17,36.91,4.62,DCC-AQ1
2021-10-09 07:00:00,0.39,13.15,52.21,5.02,DCC-AQ1
2021-10-09 08:00:00,0.36,4.12,26.85,4.6,DCC-AQ1
2021-10-09 09:00:00,0.35,2.77,14.15,4.48,DCC-AQ1
2021-10-09 10:00:00,0.35,3.0,11.97,4.46,DCC-AQ1
2021-10-09 11:00:00,0.35,3.55,10.68,4.35,DCC-AQ1
2021-10-09 12:00:00,0.35,5.53,14.3,4.44,DCC-AQ1
2021-10-09 13:00:00,0.36,4.11,12.24,4.39,DCC-AQ1
2021-10-09 14:00:00,0.35,4.53,12.97,4.44,DCC-AQ1
2021-10-09 15:00:00,0.35,3.89,13.4,4.56,DCC-AQ1
2021-10-09 16:00:00,0.35,4.37,18.04,4.35,DCC-AQ1
2021-10-09 17:00:00,0.35,4.05,22.04,4.41,DCC-AQ1
2021-10-09 18:00:00,0.35,4.05,29.71,4.29,DCC-AQ1
2021-10-09 19:00:00,0.35,7.1,34.72,4.57,DCC-AQ1
2021-10-09 20:00:00,0.41,9.21,39.24,4.77,DCC-AQ1
2021-10-09 21:00:00,0.39,23.76,41.6,5.47,DCC-AQ1
2021-10-09 22:00:00,0.36,19.66,36.58,5.22,DCC-AQ1
2021-10-09 23:00:00,0.37,5.6,27.91,4.72,DCC-AQ1
2021-10-10 00:00:00,0.36,8.1,28.72,4.92,DCC-AQ1
2021-10-10 01:00:00,0.36,26.24,33.49,5.66,DCC-AQ1
2021-10-10 02:00:00,0.35,6.41,21.76,4.78,DCC-AQ1
2021-10-10 03:00:00,0.35,6.68,19.56,5.05,DCC-AQ1
2021-10-10 04:00:00,0.35,2.47,11.37,4.69,DCC-AQ1
2021-10-10 05:00:00,0.35,1.87,8.7,4.65,DCC-AQ1
2021-10-10 06:00:00,0.35,2.88,13.54,4.92,DCC-AQ1
2021-10-10 07:00:00,0.33,3.68,16.21,4.99,DCC-AQ1
2021-10-10 08:00:00,0.32,3.62,12.65,5.0,DCC-AQ1
2021-10-10 09:00:00,0.32,3.95,11.68,4.96,DCC-AQ1
2021-10-10 10:00:00,0.35,5.24,10.7,5.09,DCC-AQ1
2021-10-10 11:00:00,0.33,6.28,10.3,5.16,DCC-AQ1
2021-10-10 12:00:00,0.33,5.04,8.82,5.2,DCC-AQ1
