datetime,no2,pm1,pm10,pm2_5,pm4,so2,serial_number
2022-01-08 20:00:00,9.72,5.62,9.33,7.22,8.45,0.33,DCC-AQ17
2022-01-08 21:00:00,9.03,5.72,10.19,7.68,9.25,0.25,DCC-AQ17
2022-01-08 22:00:00,7.7,5.24,11.14,7.68,9.68,0.4,DCC-AQ17
2022-01-08 23:00:00,5.56,4.14,8.8,6.12,7.68,0.45,DCC-AQ17
2022-01-09 00:00:00,4.54,3.75,9.42,6.07,7.96,0.35,DCC-AQ17
2022-01-09 01:00:00,3.71,2.74,6.92,4.64,6.19,0.46,DCC-AQ17
2022-01-09 02:00:00,3.13,2.66,7.47,4.8,6.68,0.38,DCC-AQ17
2022-01-09 03:00:00,2.24,2.24,6.62,4.07,5.54,0.28,DCC-AQ17
2022-01-09 04:00:00,2.14,2.28,7.76,4.46,6.28,0.32,DCC-AQ17
2022-01-09 05:00:00,2.58,2.93,10.92,6.1,8.89,0.3,DCC-AQ17
2022-01-09 06:00:00,3.18,2.96,9.84,6.04,8.67,0.36,DCC-AQ17
2022-01-09 07:00:00,4.76,3.02,11.42,6.3,9.09,0.22,DCC-AQ17
2022-01-09 08:00:00,7.65,2.86,10.43,5.87,8.38,0.3,DCC-AQ17
2022-01-09 09:00:00,9.54,3.43,11.1,6.71,9.56,0.3,DCC-AQ17
2022-01-09 10:00:00,8.66,3.4,11.85,6.66,9.47,0.43,DCC-AQ17
2022-01-09 11:00:00,11.63,4.02,12.14,7.17,9.69,0.44,DCC-AQ17
2022-01-09 12:00:00,10.37,4.79,13.68,8.33,11.36,0.5,DCC-AQ17
2022-01-09 13:00:00,10.8,5.1,13.66,8.76,11.84,0.49,DCC-AQ17
2022-01-09 14:00:00,12.62,5.69,15.28,9.65,12.97,0.56,DCC-AQ17
2022-01-09 15:00:00,14.42,6.61,17.15,10.97,14.62,0.41,DCC-AQ17
2022-01-09 16:00:00,15.1,8.63,21.08,13.56,17.49,0.24,DCC-AQ17
2022-01-09 17:00:00,15.03,9.94,21.88,14.78,18.64,0.18,DCC-AQ17
2022-01-09 18:00:00,16.75,11.63,25.47,17.55,22.48,0.29,DCC-AQ17
2022-01-09 19:00:00,19.9,12.73,25.2,18.13,22.4,0.39,DCC-AQ17
2022-01-09 20:00:00,22.12,16.39,24.87,20.36,23.25,0.38,DCC-AQ17
2022-01-09 21:00:00,19.18,13.66,19.29,16.51,18.53,0.26,DCC-AQ17
2022-01-09 22:00:00,19.93,10.9,15.23,13.22,14.62,0.4,DCC-AQ17
2022-01-09 23:00:00,29.89,11.65,15.6,13.56,14.65,0.43,DCC-AQ17
2022-01-10 00:00:00,18.97,11.35,15.59,13.54,14.8,0.15,DCC-AQ17
2022-01-10 01:00:00,15.72,7.15,9.76,8.6,9.56,0.17,DCC-AQ17
2022-01-10 02:00:00,11.67,3.56,5.12,4.3,4.79,0.12,DCC-AQ17
2022-01-10 03:00:00,9.43,1.16,2.17,1.49,1.74,0.07,DCC-AQ17
2022-01-10 04:00:00,12.2,0.64,1.31,0.82,1.01,0.15,DCC-AQ17
2022-01-10 05:00:00,24.8,0.65,1.74,0.92,1.16,0.33,DCC-AQ17
2022-01-10 06:00:00,48.74,1.37,4.37,2.2,2.95,1.51,DCC-AQ17
2022-01-10 07:00:00,59.74,2.24,4.9,3.08,3.74,3.21,DCC-AQ17
2022-01-10 08:00:00,60.45,1.97,4.28,2.74,3.37,2.42,DCC-AQ17
2022-01-10 09:00:00,61.69,2.91,6.88,3.86,4.66,1.6,DCC-AQ17
2022-01-10 10:00:00,39.59,2.52,7.46,3.51,4.38,0.65,DCC-AQ17
2022-01-10 11:00:00,13.52,1.77,4.83,2.5,3.1,0.38,DCC-AQ17
2022-01-10 12:00:00,12.54,2.13,4.72,2.73,3.25,0.28,DCC-AQ17
2022-01-10 13:00:00,20.0,1.23,9.88,2.56,3.67,0.39,DCC-AQ17
2022-01-10 14:00:00,19.93,3.14,6.75,3.98,4.73,0.35,DCC-AQ17
2022-01-10 15:00:00,15.62,2.49,7.42,3.54,4.3,0.42,DCC-AQ17
2022-01-10 16:00:00,15.85,3.24,6.17,4.12,4.82,0.03,DCC-AQ17
2022-01-10 17:00:00,16.64,4.15,6.28,4.87,5.33,-0.12,DCC-AQ17
2022-01-10 18:00:00,20.09,5.02,6.88,5.76,6.29,-0.12,DCC-AQ17
2022-01-10 19:00:00,21.58,6.28,13.01,9.06,11.11,-0.09,DCC-AQ17
2022-01-10 20:00:00,22.4,7.94,14.36,10.61,12.86,-0.01,DCC-AQ17
2022-01-10 21:00:00,20.21,7.65,15.12,10.48,12.78,-0.03,DCC-AQ17
2022-01-10 22:00:00,18.36,7.83,17.2,11.23,14.05,-0.12,DCC-AQ17
2022-01-25 22:00:00,47.95,22.66,37.34,26.78,30.86,5.42,DCC-AQ17
2022-01-25 23:00:00,38.5,18.97,30.16,22.57,26.69,5.54,DCC-AQ17
2022-01-26 00:00:00,17.22,13.82,23.8,17.03,20.58,4.85,DCC-AQ17
2022-01-26 01:00:00,16.23,12.46,20.98,15.36,18.53,4.51,DCC-AQ17
2022-01-26 02:00:00,8.76,10.74,19.07,13.64,16.89,4.29,DCC-AQ17
2022-01-26 03:00:00,11.6,9.74,17.75,12.48,15.67,4.11,DCC-AQ17
2022-01-26 04:00:00,44.0,11.68,28.53,15.66,19.97,4.87,DCC-AQ17
2022-01-26 05:00:00,14.82,7.94,15.41,10.6,13.58,3.95,DCC-AQ17
2022-01-26 06:00:00,19.19,6.43,17.91,9.49,12.94,3.79,DCC-AQ17
2022-01-26 07:00:00,20.37,6.43,14.98,8.81,11.37,3.6,DCC-AQ17
2022-01-26 08:00:00,24.0,7.34,20.18,10.44,13.84,3.99,DCC-AQ17
2022-01-26 09:00:00,22.78,9.89,23.51,13.15,16.41,5.59,DCC-AQ17
2022-01-26 10:00:00,13.28,4.85,15.6,7.67,10.83,5.42,DCC-AQ17
2022-01-26 11:00:00,10.16,4.58,21.1,7.92,11.28,4.51,DCC-AQ17
2022-01-26 12:00:00,11.71,6.14,25.06,10.0,14.01,4.04,DCC-AQ17
2022-01-26 13:00:00,13.17,6.07,26.94,10.11,14.07,4.34,DCC-AQ17
2022-01-26 14:00:00,12.16,6.0,19.08,9.33,12.91,4.11,DCC-AQ17
2022-01-26 15:00:00,11.9,7.01,24.12,10.77,14.75,3.78,DCC-AQ17
2022-01-26 16:00:00,13.19,6.26,22.89,9.77,13.42,4.26,DCC-AQ17
2022-01-26 17:00:00,16.2,6.59,17.87,9.56,12.85,4.02,DCC-AQ17
2022-01-26 18:00:00,13.66,9.48,20.56,12.33,15.53,4.16,DCC-AQ17
2022-01-26 19:00:00,11.71,8.71,15.86,10.78,12.93,4.24,DCC-AQ17
2022-01-26 20:00:00,11.3,8.47,14.67,10.4,12.49,4.28,DCC-AQ17
2022-01-26 21:00:00,11.32,9.7,15.54,11.48,13.3,4.31,DCC-AQ17
2022-01-26 22:00:00,8.28,5.64,8.54,6.61,7.62,4.06,DCC-AQ17
2022-01-26 23:00:00,4.9,3.28,4.63,3.7,4.09,3.72,DCC-AQ17
2022-01-27 00:00:00,3.46,2.06,2.7,2.28,2.47,3.53,DCC-AQ17
2022-01-27 01:00:00,3.81,1.35,1.83,1.52,1.65,3.64,DCC-AQ17
2022-01-27 02:00:00,3.58,1.09,1.54,1.22,1.36,3.53,DCC-AQ17
2022-01-27 03:00:00,4.55,0.92,1.7,1.07,1.18,3.56,DCC-AQ17
2022-01-27 04:00:00,4.98,0.54,1.11,0.77,0.94,3.48,DCC-AQ17
2022-01-27 05:00:00,6.94,0.93,2.96,1.71,2.44,3.49,DCC-AQ17
2022-01-27 06:00:00,20.0,1.64,6.01,3.28,4.82,3.26,DCC-AQ17
2022-01-27 07:00:00,29.28,1.83,7.01,3.7,5.52,3.53,DCC-AQ17
2022-01-27 08:00:00,29.17,1.76,7.73,3.7,5.5,3.46,DCC-AQ17
2022-01-27 09:00:00,37.41,2.59,10.36,5.02,7.19,3.64,DCC-AQ17
2022-01-27 10:00:00,25.26,2.88,11.83,5.46,7.67,3.87,DCC-AQ17
2022-01-27 11:00:00,24.9,2.45,10.34,4.57,6.47,3.65,DCC-AQ17
2022-01-27 12:00:00,18.09,2.06,8.73,3.75,5.18,3.56,DCC-AQ17
2022-01-27 13:00:00,16.49,1.41,8.1,2.93,4.41,3.75,DCC-AQ17
2022-01-27 14:00:00,18.67,1.57,11.09,3.54,5.63,3.33,DCC-AQ17
2022-01-27 15:00:00,23.58,1.79,10.04,3.48,5.09,3.36,DCC-AQ17
2022-01-27 16:00:00,30.0,2.78,10.87,4.34,5.87,3.38,DCC-AQ17
2022-01-27 17:00:00,35.6,7.37,14.02,9.14,11.02,3.58,DCC-AQ17
2022-01-27 18:00:00,27.82,5.41,11.13,6.88,8.24,3.77,DCC-AQ17
2022-01-27 19:00:00,45.38,8.88,17.11,11.05,13.03,4.22,DCC-AQ17
2022-01-27 20:00:00,47.13,11.78,21.14,14.23,16.29,4.93,DCC-AQ17
2022-01-27 21:00:00,52.4,21.58,33.93,24.77,27.51,7.13,DCC-AQ17
2022-01-27 22:00:00,54.79,22.28,32.26,25.11,27.46,7.4,DCC-AQ17
2022-01-27 23:00:00,47.55,14.4,36.69,19.35,24.44,5.87,DCC-AQ17
2022-01-28 00:00:00,61.85,28.84,39.21,31.96,34.56,5.42,DCC-AQ17
2022-01-28 01:00:00,49.18,16.49,23.94,18.96,21.05,5.28,DCC-AQ17
2022-01-28 02:00:00,22.64,8.01,17.07,10.35,12.69,5.08,DCC-AQ17
2022-01-28 03:00:00,10.06,2.63,6.64,3.84,4.89,4.22,DCC-AQ17
2022-01-28 04:00:00,18.94,2.84,9.8,4.35,5.69,4.87,DCC-AQ17
2022-01-28 05:00:00,17.75,2.68,10.93,4.32,5.72,3.94,DCC-AQ17
2022-01-28 06:00:00,8.99,2.52,4.57,3.21,3.73,3.68,DCC-AQ17
2022-01-28 07:00:00,16.55,3.24,5.47,3.93,4.54,3.67,DCC-AQ17
2022-01-28 08:00:00,41.03,3.53,9.93,4.58,5.38,4.02,DCC-AQ17
2022-01-28 09:00:00,23.88,4.56,8.57,5.29,5.97,4.12,DCC-AQ17
2022-01-28 10:00:00,26.83,2.13,7.04,2.85,3.44,4.84,DCC-AQ17
2022-01-28 11:00:00,12.99,1.5,6.39,2.13,2.67,4.32,DCC-AQ17
2022-01-28 12:00:00,14.3,1.84,6.84,2.59,3.33,3.82,DCC-AQ17
2022-01-28 13:00:00,11.58,1.23,7.05,2.04,2.75,3.86,DCC-AQ17
2022-01-28 14:00:00,12.8,1.42,8.74,2.47,3.53,3.76,DCC-AQ17
2022-01-28 15:00:00,16.3,1.74,5.1,2.33,2.88,3.72,DCC-AQ17
2022-01-28 16:00:00,15.61,1.8,6.41,2.59,3.19,3.55,DCC-AQ17
2022-01-28 17:00:00,15.64,2.74,5.53,3.51,4.13,3.48,DCC-AQ17
2022-01-28 18:00:00,15.27,4.08,6.65,4.88,5.48,3.68,DCC-AQ17
2022-01-28 19:00:00,13.75,3.61,4.73,4.09,4.39,3.89,DCC-AQ17
2022-01-28 20:00:00,9.39,3.21,5.25,3.81,4.42,3.95,DCC-AQ17
2022-01-28 21:00:00,7.4,2.34,3.95,2.73,3.04,3.95,DCC-AQ17
2022-01-28 22:00:00,6.7,1.7,2.88,1.96,2.15,3.92,DCC-AQ17
2022-01-28 23:00:00,5.71,1.58,2.68,1.87,2.15,3.67,DCC-AQ17
2022-01-29 00:00:00,3.25,0.76,1.84,1.03,1.24,3.65,DCC-AQ17
2022-01-29 01:00:00,3.12,0.83,2.8,1.46,2.09,3.59,DCC-AQ17
2022-01-29 02:00:00,2.75,1.85,8.35,4.15,6.56,3.57,DCC-AQ17
2022-01-29 03:00:00,2.16,2.65,13.31,6.36,10.08,3.5,DCC-AQ17
2022-01-29 04:00:00,2.19,2.38,10.62,5.51,8.66,3.47,DCC-AQ17
2022-01-29 05:00:00,2.68,2.4,10.98,5.54,8.63,3.47,DCC-AQ17
2022-01-29 06:00:00,2.83,2.91,13.18,6.66,10.15,3.44,DCC-AQ17
2022-01-29 07:00:00,4.15,2.57,11.91,5.89,9.12,3.51,DCC-AQ17
2022-01-29 08:00:00,5.76,1.31,5.25,2.66,3.84,3.44,DCC-AQ17
2022-01-29 09:00:00,7.89,2.22,7.48,4.07,5.6,3.38,DCC-AQ17
2022-01-29 10:00:00,9.32,7.17,30.73,15.22,22.17,3.37,DCC-AQ17
2022-01-29 11:00:00,8.34,6.72,30.43,14.55,21.12,3.7,DCC-AQ17
2022-01-29 12:00:00,8.31,5.69,23.11,11.9,17.21,3.47,DCC-AQ17
2022-01-29 13:00:00,10.29,4.77,21.45,10.22,14.94,3.57,DCC-AQ17
2022-01-29 14:00:00,10.68,4.7,21.21,9.73,13.95,3.34,DCC-AQ17
2022-01-29 16:00:00,13.51,5.56,19.33,10.15,14.26,3.35,DCC-AQ17
2022-01-29 17:00:00,19.5,9.15,22.88,13.98,17.9,3.75,DCC-AQ17
2022-01-29 18:00:00,14.12,7.76,19.16,12.29,16.42,3.85,DCC-AQ17
2022-01-29 19:00:00,14.42,8.2,20.82,12.64,16.44,3.75,DCC-AQ17
2022-01-29 20:00:00,23.81,12.32,25.4,16.9,20.83,4.3,DCC-AQ17
2022-01-29 21:00:00,20.17,10.92,23.52,15.47,19.47,4.17,DCC-AQ17
2022-01-29 22:00:00,16.63,10.98,23.26,15.37,19.16,4.11,DCC-AQ17
2022-01-29 23:00:00,23.21,12.66,25.97,17.25,20.82,4.15,DCC-AQ17
2022-01-30 00:00:00,23.1,11.46,23.13,15.84,19.54,4.17,DCC-AQ17
2022-01-30 01:00:00,19.52,9.81,23.71,14.33,18.28,4.17,DCC-AQ17
2022-01-30 02:00:00,17.93,8.0,18.93,12.09,15.72,3.92,DCC-AQ17
2022-01-30 03:00:00,23.74,7.91,18.06,11.95,15.6,3.82,DCC-AQ17
2022-01-30 04:00:00,19.2,7.11,18.24,11.08,14.46,3.53,DCC-AQ17
2022-01-30 05:00:00,26.03,6.98,17.53,10.84,14.31,3.66,DCC-AQ17
2022-01-30 06:00:00,31.91,7.12,19.71,11.3,15.01,3.85,DCC-AQ17
2022-01-30 07:00:00,44.6,7.52,19.42,11.48,14.99,4.3,DCC-AQ17
2022-01-30 08:00:00,49.96,7.89,21.28,12.26,16.3,4.41,DCC-AQ17
2022-01-30 09:00:00,53.85,7.36,23.0,11.96,16.46,5.1,DCC-AQ17
2022-01-30 10:00:00,29.08,3.75,17.05,7.82,11.83,4.93,DCC-AQ17
2022-01-30 11:00:00,7.85,4.01,13.81,7.61,11.06,3.92,DCC-AQ17
2022-01-30 12:00:00,6.83,3.82,13.92,7.77,11.4,4.24,DCC-AQ17
2022-01-30 13:00:00,5.74,4.65,12.01,7.74,10.27,4.1,DCC-AQ17
2022-01-30 14:00:00,6.1,4.23,6.85,5.26,5.96,4.56,DCC-AQ17
2022-01-30 15:00:00,5.86,2.71,4.9,3.61,4.28,4.3,DCC-AQ17
2022-01-30 16:00:00,7.27,3.39,4.43,3.86,4.14,3.9,DCC-AQ17
2022-01-30 17:00:00,8.64,2.86,4.56,3.49,3.94,3.57,DCC-AQ17
2022-01-30 18:00:00,6.74,3.41,7.32,4.92,6.23,3.96,DCC-AQ17
2022-01-30 19:00:00,6.33,3.75,9.83,5.95,7.84,3.83,DCC-AQ17
2022-01-30 20:00:00,9.59,4.44,10.78,6.97,9.16,4.08,DCC-AQ17
2022-01-30 21:00:00,9.28,4.99,14.44,8.34,11.21,4.13,DCC-AQ17
2022-01-30 22:00:00,8.14,4.5,13.7,7.93,11.02,4.1,DCC-AQ17
2022-01-30 23:00:00,5.29,3.46,11.24,6.55,9.25,3.63,DCC-AQ17
2022-01-31 00:00:00,4.37,3.78,13.73,7.66,11.01,3.66,DCC-AQ17
2022-01-31 01:00:00,3.11,3.61,12.86,7.43,10.82,3.64,DCC-AQ17
2022-01-31 02:00:00,2.74,3.38,12.99,7.13,10.48,3.7,DCC-AQ17
2022-01-31 03:00:00,3.14,3.14,12.48,6.77,10.04,3.59,DCC-AQ17
2022-01-31 04:00:00,5.82,3.25,13.39,7.11,10.57,3.57,DCC-AQ17
2022-01-31 05:00:00,8.53,3.4,13.12,7.22,10.51,3.63,DCC-AQ17
2022-01-31 06:00:00,23.72,3.03,11.19,6.32,9.23,3.51,DCC-AQ17
2022-01-31 07:00:00,25.31,3.45,11.7,6.95,10.02,3.53,DCC-AQ17
2022-01-31 08:00:00,37.56,3.25,11.97,6.57,9.48,3.65,DCC-AQ17
2022-01-31 09:00:00,30.84,3.36,13.88,6.94,10.17,3.93,DCC-AQ17
2022-01-31 10:00:00,31.8,3.97,16.99,7.85,11.16,4.67,DCC-AQ17
2022-01-31 11:00:00,23.3,3.19,12.97,6.29,8.87,4.86,DCC-AQ17
2022-01-31 12:00:00,15.34,2.84,12.74,5.83,8.33,3.71,DCC-AQ17
2022-01-31 13:00:00,18.57,3.63,15.67,7.14,10.22,3.5,DCC-AQ17
2022-01-31 14:00:00,21.15,5.49,19.82,9.81,13.76,3.82,DCC-AQ17
2022-01-31 15:00:00,24.61,5.8,21.35,10.26,14.28,4.1,DCC-AQ17
2022-01-31 16:00:00,29.0,5.94,21.37,10.4,14.45,4.22,DCC-AQ17
2022-01-31 17:00:00,23.4,6.63,17.53,10.31,13.53,4.27,DCC-AQ17
2022-01-31 18:00:00,21.28,6.47,16.36,10.16,13.6,4.37,DCC-AQ17
2022-01-31 19:00:00,14.85,6.01,17.89,10.18,14.07,4.26,DCC-AQ17
2022-01-31 20:00:00,10.16,5.55,18.58,10.17,14.65,4.22,DCC-AQ17
2022-01-31 21:00:00,7.69,5.61,19.34,10.5,14.95,4.02,DCC-AQ17
2022-01-31 22:00:00,5.6,5.48,18.66,10.7,15.38,4.13,DCC-AQ17
2022-01-31 23:00:00,3.94,5.61,18.11,10.82,15.33,3.73,DCC-AQ17
2022-02-01 00:00:00,4.3,5.11,17.11,9.95,14.14,3.82,DCC-AQ17
2022-02-01 01:00:00,4.67,4.8,17.1,9.77,14.23,3.98,DCC-AQ17
2022-02-01 02:00:00,5.08,3.87,12.25,7.31,10.18,3.6,DCC-AQ17
2022-02-01 03:00:00,3.88,2.27,5.49,3.75,4.92,3.59,DCC-AQ17
2022-02-01 04:00:00,3.6,1.64,3.31,2.52,3.11,3.54,DCC-AQ17
2022-02-01 05:00:00,7.02,1.93,3.81,2.86,3.54,3.63,DCC-AQ17
2022-02-01 06:00:00,11.15,1.4,2.38,1.87,2.22,3.48,DCC-AQ17
2022-02-01 07:00:00,16.97,1.18,2.62,1.56,1.9,3.5,DCC-AQ17
2022-02-01 08:00:00,20.92,1.37,2.99,1.81,2.2,3.56,DCC-AQ17
2022-02-01 09:00:00,26.64,1.46,3.28,1.91,2.33,3.55,DCC-AQ17
2022-02-01 10:00:00,21.72,1.36,2.93,1.72,2.06,3.46,DCC-AQ17
2022-02-01 11:00:00,17.64,1.32,3.04,1.69,2.02,3.5,DCC-AQ17
2022-02-01 12:00:00,16.92,1.39,3.59,1.83,2.23,3.57,DCC-AQ17
2022-02-01 13:00:00,14.92,1.58,3.0,1.92,2.21,3.79,DCC-AQ17
2022-02-01 14:00:00,17.69,1.84,3.74,2.26,2.61,3.5,DCC-AQ17
2022-02-01 15:00:00,19.6,2.1,3.68,2.49,2.86,3.63,DCC-AQ17
2022-02-01 16:00:00,22.49,2.37,3.62,2.72,3.05,3.7,DCC-AQ17
2022-02-01 17:00:00,18.56,2.4,3.38,2.72,3.0,3.59,DCC-AQ17
2022-02-01 18:00:00,15.71,2.66,3.55,2.99,3.23,3.69,DCC-AQ17
2022-02-01 19:00:00,17.25,4.57,5.77,5.02,5.42,3.66,DCC-AQ17
2022-02-01 20:00:00,11.91,5.09,6.0,5.42,5.64,3.76,DCC-AQ17
2022-02-01 21:00:00,8.19,4.62,5.29,4.87,5.05,3.58,DCC-AQ17
2022-02-01 22:00:00,7.81,4.01,5.09,4.42,4.71,3.56,DCC-AQ17
2022-02-01 23:00:00,6.58,3.06,4.46,3.58,4.02,3.63,DCC-AQ17
2022-02-02 00:00:00,6.41,2.47,3.72,2.98,3.38,3.47,DCC-AQ17
2022-02-02 01:00:00,6.41,1.45,2.14,1.78,2.06,3.48,DCC-AQ17
2022-02-02 02:00:00,5.63,1.35,3.78,2.31,3.15,3.43,DCC-AQ17
2022-02-02 03:00:00,3.72,2.04,6.5,3.8,5.34,3.79,DCC-AQ17
2022-02-02 04:00:00,4.14,1.99,6.31,3.76,5.25,3.65,DCC-AQ17
2022-02-02 05:00:00,6.32,2.57,8.93,5.15,7.34,3.68,DCC-AQ17
2022-02-02 06:00:00,12.87,3.39,12.32,6.97,10.14,3.67,DCC-AQ17
2022-02-02 07:00:00,24.27,4.31,14.0,8.07,11.3,3.8,DCC-AQ17
2022-02-02 08:00:00,32.49,4.93,16.59,9.27,13.17,3.76,DCC-AQ17
2022-02-02 09:00:00,40.94,6.18,21.11,11.48,16.3,4.06,DCC-AQ17
2022-02-02 10:00:00,25.92,5.71,18.65,10.35,14.43,3.97,DCC-AQ17
2022-02-02 11:00:00,26.0,4.93,17.35,9.08,12.96,3.93,DCC-AQ17
2022-02-02 12:00:00,18.63,3.93,15.26,7.45,10.49,3.91,DCC-AQ17
2022-02-02 13:00:00,14.87,3.37,14.14,6.43,9.18,4.03,DCC-AQ17
2022-02-02 14:00:00,18.49,4.22,13.96,7.13,9.9,3.72,DCC-AQ17
2022-02-02 15:00:00,24.64,5.26,15.74,7.98,10.35,4.15,DCC-AQ17
2022-02-02 16:00:00,22.89,4.91,17.23,7.97,10.69,4.28,DCC-AQ17
2022-02-02 17:00:00,23.27,5.07,14.58,7.66,9.92,4.24,DCC-AQ17
2022-02-02 18:00:00,25.23,7.55,13.39,9.3,10.82,4.45,DCC-AQ17
2022-02-02 19:00:00,14.77,6.11,9.67,7.28,8.2,4.81,DCC-AQ17
2022-02-02 20:00:00,14.95,8.6,11.16,9.57,10.32,5.46,DCC-AQ17
2022-02-02 21:00:00,14.87,8.37,10.52,9.3,10.05,6.14,DCC-AQ17
2022-02-02 22:00:00,8.5,4.58,6.22,5.21,5.65,5.4,DCC-AQ17
2022-02-02 23:00:00,5.75,4.7,6.46,5.37,5.89,5.05,DCC-AQ17
2022-02-03 00:00:00,4.51,5.13,7.77,6.23,7.17,4.63,DCC-AQ17
2022-02-03 01:00:00,3.86,5.22,7.86,6.38,7.26,4.2,DCC-AQ17
2022-02-03 02:00:00,4.32,4.96,7.58,5.94,6.73,3.89,DCC-AQ17
2022-02-03 03:00:00,2.9,3.53,5.14,4.13,4.62,4.01,DCC-AQ17
2022-02-03 04:00:00,2.57,2.29,4.09,2.85,3.35,4.09,DCC-AQ17
2022-02-03 05:00:00,3.84,1.64,3.0,2.07,2.42,4.2,DCC-AQ17
2022-02-03 06:00:00,6.94,1.22,2.8,1.78,2.28,4.04,DCC-AQ17
2022-02-03 07:00:00,14.18,1.79,4.18,2.48,3.07,3.85,DCC-AQ17
2022-02-03 08:00:00,16.29,2.13,5.6,3.0,3.76,4.04,DCC-AQ17
2022-02-03 09:00:00,14.98,1.64,8.85,3.12,4.47,4.51,DCC-AQ17
2022-02-03 10:00:00,12.63,1.95,8.81,3.6,5.1,4.6,DCC-AQ17
2022-02-03 11:00:00,9.56,1.93,7.89,3.39,4.63,4.32,DCC-AQ17
2022-02-03 12:00:00,9.57,1.82,9.35,3.31,4.41,4.18,DCC-AQ17
2022-02-03 13:00:00,8.94,1.88,9.09,3.38,4.79,4.48,DCC-AQ17
2022-02-03 14:00:00,10.34,2.02,7.72,3.43,4.75,4.37,DCC-AQ17
2022-02-03 15:00:00,18.83,2.6,17.75,5.93,9.47,5.18,DCC-AQ17
2022-02-03 16:00:00,14.96,3.52,24.62,9.0,15.46,5.63,DCC-AQ17
2022-02-03 17:00:00,9.63,4.12,22.57,9.33,15.57,5.33,DCC-AQ17
2022-02-03 18:00:00,8.92,6.9,23.57,11.73,17.1,5.19,DCC-AQ17
2022-02-03 19:00:00,7.45,4.42,22.16,9.6,15.64,5.69,DCC-AQ17
2022-02-03 20:00:00,12.67,1.93,4.24,2.61,3.33,4.14,DCC-AQ17
2022-02-03 21:00:00,10.74,2.4,4.44,3.1,3.8,4.13,DCC-AQ17
2022-02-03 22:00:00,10.17,2.22,4.3,3.15,3.94,4.2,DCC-AQ17
2022-02-03 23:00:00,11.26,2.93,6.64,4.4,5.61,4.21,DCC-AQ17
2022-02-04 00:00:00,11.46,3.39,8.15,5.15,6.62,4.24,DCC-AQ17
2022-02-04 01:00:00,8.23,3.24,11.01,5.81,8.16,4.31,DCC-AQ17
2022-02-04 02:00:00,6.69,3.15,11.54,5.98,8.51,4.15,DCC-AQ17
2022-02-04 03:00:00,5.79,2.84,11.15,5.68,8.38,3.87,DCC-AQ17
2022-02-04 04:00:00,7.27,2.76,9.14,5.24,7.59,3.76,DCC-AQ17
2022-02-04 05:00:00,7.92,2.55,9.2,4.94,7.23,3.87,DCC-AQ17
2022-02-04 06:00:00,13.76,2.08,7.73,4.19,6.1,4.05,DCC-AQ17
2022-02-04 07:00:00,24.82,1.87,6.57,3.69,5.46,4.17,DCC-AQ17
2022-02-04 08:00:00,27.34,1.82,6.31,3.28,4.63,4.05,DCC-AQ17
2022-02-04 09:00:00,28.93,2.06,9.4,3.96,5.63,4.63,DCC-AQ17
2022-02-04 10:00:00,21.38,2.5,8.88,4.38,6.12,4.91,DCC-AQ17
2022-02-04 11:00:00,15.34,2.41,10.87,4.46,6.27,5.01,DCC-AQ17
2022-02-04 12:00:00,11.16,2.02,12.78,4.13,5.95,4.25,DCC-AQ17
2022-02-04 13:00:00,16.69,1.74,8.55,3.22,4.61,3.99,DCC-AQ17
2022-02-04 14:00:00,14.49,1.26,4.16,2.09,2.88,3.94,DCC-AQ17
2022-02-04 15:00:00,20.48,2.0,4.09,2.61,3.15,4.05,DCC-AQ17
2022-02-04 16:00:00,24.28,3.12,6.54,4.11,5.06,4.35,DCC-AQ17
2022-02-04 17:00:00,26.66,4.85,8.8,5.97,6.91,4.02,DCC-AQ17
2022-02-04 18:00:00,28.7,6.88,10.16,8.07,9.06,4.06,DCC-AQ17
2022-02-04 19:00:00,24.48,8.52,13.15,10.07,11.33,4.55,DCC-AQ17
2022-02-04 20:00:00,21.29,8.33,14.7,10.5,12.37,4.87,DCC-AQ17
2022-02-04 21:00:00,17.35,7.62,13.73,9.93,11.99,4.87,DCC-AQ17
2022-02-04 22:00:00,16.09,7.15,15.67,9.73,12.0,4.71,DCC-AQ17
2022-02-04 23:00:00,10.82,5.57,13.2,8.2,10.58,4.71,DCC-AQ17
2022-02-05 00:00:00,6.94,3.96,10.63,6.24,8.48,4.49,DCC-AQ17
2022-02-05 01:00:00,5.75,3.01,9.29,5.15,7.19,4.56,DCC-AQ17
2022-02-05 02:00:00,4.06,2.75,8.91,4.91,6.93,4.28,DCC-AQ17
2022-02-05 03:00:00,3.81,2.72,8.18,4.74,6.48,3.96,DCC-AQ17
2022-02-05 04:00:00,3.04,2.44,6.54,4.25,5.83,4.04,DCC-AQ17
2022-02-05 05:00:00,2.83,2.53,7.16,4.52,6.25,3.99,DCC-AQ17
2022-02-05 06:00:00,3.21,2.23,6.52,3.99,5.46,4.02,DCC-AQ17
2022-02-05 07:00:00,4.42,2.03,5.87,3.53,4.81,4.13,DCC-AQ17
2022-02-05 08:00:00,5.03,2.49,6.8,4.27,5.73,4.23,DCC-AQ17
2022-02-05 09:00:00,7.44,3.21,8.11,5.26,6.83,4.44,DCC-AQ17
2022-02-05 10:00:00,8.39,3.87,13.79,7.28,10.08,4.59,DCC-AQ17
